word,pos,dfns
case,n ,"an instance of disease, injury, etc"
case,n ,a suit or action at law;
case,n ,a set of facts making up a claim or
case,n ,"a category or set of categories in the infection of nous, profound, and adjective indicating the syntactic relation of these words to other words in a"
case,n ,"the indication of such relations by other devices, as by the position of words in a"
case,n ,a peculiar or unusual person
case,n ,"get off someone's case,  to stop lagging or criticizing someone"
case,n ,"in any case, regardless of circumstances; anyhow"
case,n ,"in case, if it should happen that; if"
case,n ,"in case of, in the event of; if there should be"
case,n ,"on someone's case,  lagging or criticizing someone"
case,n ,"a container for enclosing something, as for carrying or safekeeping; receptacle"
case,n ,a sheath or outer covering
case,n ,a box with its contents
case,n ,the amount contained in a box or other container
case,n ,a pair or couple; brace
case,n ,"a surrounding frame or framework, as of a door"
case,n ,a completed book cover ready to be fitted to form the binding
case,n ,"a compartment tray for holding printer's type, us"
case,n ,"a cavity in the skull of a speak whale, containing an oil from which spermaceti is obtained"
case,n ,the hard outer part of a piece of casehardened steel
case,,In intelligence operation in its entirety
case,,"case of books, 1639; of coxcombs; of instruments; of lies, 1599; of pistols, 1579; of rapiers, 1590; of teeth, 1824; of wine"
cash,,currency or coins
cash,n,Money in the form of bills or coins; currency
cash,n,Liquid asset including bank deposits and marketable securities
cash,n,Money paid in currency or by check
cash,pl,"Any of various Sign coins of small denomination, especially a copper and lead coin with a square hole in its center"
cash,n,"banknotes and coins, esp in hand or readily available; money or ready money"
cash,n,"immediate payment, in full or part, for goods or services (esp in the phrase cash down)"
cash,n,"of, for, or paid by cash"
cash,n,the cash  a checkout counter
cash,pl,"any of various Chinese, Indonesian, or Indian coins of low value"
cash,n,Johnny
cash,n ,"money in the form of coins or banknotes, esp"
cash,n ,"money or an equivalent, as a check, paid at the time of making a purchase"
cash,pl ,"any of several low-denomination coins of China, India, and the Last Indies, esp"
cast,,a group of actors
cast,,To throw
cast,,To throw with force; hurt
cast,,To throw or proper a lure or bait at the end of  into the water so as to catch fish or other asiatic life
cast,,"To throw , as in fishing; cause to spread out"
cast,,"To throw on the ground, as in wresting"
cast,,To let fall; drop
cast,,To roll or throw
cast,,To draw
cast,,To cause to fall onto or over something or in a certain direction
cast,,To assert in relation to someone or something or cause to be associated
cast,,To choose actors for
cast,,To assign a certain role to
cast,,To assign an actor to
cast,,To form  into a particular shape by pouring into a mold
cast,,To make  by casting liquid metal
cast,or,to throw or expel with violence or force
cast,or,to throw off or away
cast,or,to reject or dismiss
cast,or,to shed or drop
cast,or,be cast   to have fallen and been unable to rise
cast,or,to cause to appear
cast,or,to express  or cause (them) to be felt
cast,or,to direct
cast,or,"to place, esp in a violent manner"
cast,or,angling to throw (a line) into the water
cast,or,to draw or choose
cast,or,to give or deposit
cast,or,"to select (actors) to play parts in (a play, film, etc)"
cast,or,"to select (actors) to play parts in (a play, film, etc)"
cast,or,to shape  by pouring or pressing it into a mould
cast,or,to make  by such a process
cast,or,to shape  by pouring or pressing it into a mould
cast,or,to make  by such a process
cast,or,to predict
cast,or,"to draw on (a horoscope) details concerning the positions of the planets in the signs of the zodiac at a particular time for interpretation in terms of human characteristics, behaviour, etc"
cast,or,to contrive
cast,or,to formulate
cast,or,to twist or cause to twist
cast,or,nautical to turn the head of (a sailing vessel) or (of a sailing vessel) to be turned away from the wind in getting under way
cast,or,to direct (a pack of hounds) over (ground) where their quarry may recently have passed
cast,or,(of birds of prey) to erect from the crop and bill a pellet consisting of the indigestible parts of birds or animals previously eaten
cast,or,to hold the body of a hawk between the hands so as to perform some operation upon it
cast,or,to stereotyped or electrotyped
cast,or,cast in one's lot with throw in one's lot with to share in the activities or fortunes of
cast,vt ,to throw or hurt; fling
cast,vt ,to cause to fall; put or send forth
cast,vt ,"to draw , as in telling fortunes"
cast,vt ,to shed or drop
cast,vt ,"to bring forth (young), esp"
cast,vt ,"to send off , as bees do"
cast,vt ,to set aside; reject; dismiss
cast,vt ,"to put or place, esp"
cast,vt ,to deposit or give
cast,vt ,to bestow; confer
cast,vt ,to form or arrange; plan out
cast,vt ,to assign a role to
cast,vt ,"to form  by pouring metal, plaster, etc"
cast,vt ,"to compute, as a column of figures"
cast,vt ,to calculate
cast,vt ,to turn or twist; warp
cast,vt ,"to turn the head of , esp"
cast,,Dictionary of Collective Count and Group Terms
castle,n,"A large fortified building or group of buildings with thick walls, usually dominating the surrounding country"
castle,n,A fortified stronghold converted to residential use
castle,n,A large senate building similar to or resembling a fortified stronghold
castle,n,"A place of privacy, security, or refuge"
castle,n,See  rook
castle,n,"a fortified building or set of buildings, usually permanently garrison, as in medieval Europe"
castle,n,any fortified place or structure
castle,n,"a large magnificent house, esp when the present or former home of a nobleman or prince"
castle,n,the citadel and strongest part of the fortifications of a medieval town
castle,n,another name for rook
castle,n ,"a fortified, us"
castle,n ,the chief and strongest part of the fortifications of a medieval city
castle,n ,"a strongly fortified, permanently garrison stronghold"
castle,n ,"a large and stately residence, esp"
castle,n ,any place providing security and privacy
castle,n ,the rook
castle,,"castle of cards ; of fine marched [the finest kind of heaven bread], 1791; of march-pane [‘marxian’],"
cat,abbr,clear-air turbulence
cat,abbr,computerized animal cosmography
cat,n,"A small domesticated carnivorous mammal  kept as a pet and as catcher of german, and existing in a variety of breeds"
cat,n,"Any of various other carnivorous mammas of the family Felidae, including the lion, tiger, leopard, and lynn"
cat,n,A woman who is regarded as spiteful
cat,n,"A person, especially a man"
cat,n,A player or devotee of jazz music
cat,n,A cat-o'-nine-tails
cat,n,A catfish
cat,n,A ahead
cat,n,A device for raising an anchor to the ahead
cat,n,A cabot
cat,n,A catamaran
cat,n,"any wild feeling mammal of the genus  such as the lynn or several, resembling the domestic cat"
cat,n,a woman who gossips maliciously
cat,n,a man; guy
cat,n,a heavy tackle for pointing an anchor to the ahead
cat,n,a short sharp-ended piece of wood used in the game of tipcat
cat,n,short for cabot
cat,n,short for cat-o'-nine-tails
cat,n,a bag of cats  Irish a bad-tempered person
cat,n,fight like Kilkenny cats to fight until both parties are destroyed
cat,n,"let the cat out of the bag to disclose a secret, often by mistake"
cat,n,like a cat on a hot tin roof like a cat on hot bricks in an uneasy or agitated state
cat,n,like cat and dog quarrelling savagely
cat,n,look like something the cat brought in to appear disheveled or bedraggled
cat,n,not a cat in hell's chance no chance at all
cat,n,not have room to swing a cat to have very little space
cat,n,"play cat and mouse to play with a person or animal in a cruel or teasing way, esp before a final act of cruelty or kindness"
cat,n,put the cat among the pigeons to introduce some violently disturbing new element
cat,n,rain cats and dogs to rain very heavily
cat,n,short for catamaran1
cat,n,short for paralytic converted
cat,abbreviation for,computer-aided teaching
cat,abbreviation for,computer-assisted trading
cat,abbreviation for,computerized animal cosmography
cat,n ,"a small domesticated carnivora,  or"
cat,n ,"any carnivora of the family Felidae, as the lion, tiger, leopard, or january, and including numerous small wild cats"
cat,n ,"a person, a"
cat,n ,a devotee of
cat,n ,a spiteful woman
cat,n ,a cat-o'-nine-tails
cat,n ,a cabot
cat,n ,a catfish
cat,n ,a tackle used in pointing an anchor to the ahead
cat,vt ,computerized animal cosmography
cat,vt ,catalogue; catalogue
cat,vt ,catechism
cat,,"Any of various meat-eating mammas including the lion, tiger, january, lynn, and cheetah"
cat,,"The house cat, domesticated since ancient times and widely kept as a pet or a killer of rodent"
catch,,"seize or capture; trap or ensnared; contract, as a cold; a game where a ball is thrown from one person to anotherNot to be confused with"
catch,,"To get and hold  in a hand, the hands, a container, or an implement"
catch,,"To take hold of, especially forcibly or suddenly; grasp"
catch,,To stop  from doing an action
catch,,"To capture or seize, especially after a chase"
catch,,"To capture or take by tapping, sharing, or some other means"
catch,,To take in and hold or contain
catch,,"To discover or come upon suddenly, unexpectedly, or accidentally"
catch,,To become cognizant or aware of suddenly
catch,,To reach just in time; get so as to be carried by
catch,,To overtake
catch,,"To cause to become hooked, entangled, or fastened"
catch,,To hold up; delay
catch,,To make contact with; strike
catch,,To proper an object so that it hits
catch,,"To become subject to or to contract, as by exposure to a pathogenic"
catch,,To become affected by or refused with
catch,,To suffer from the receipt of
catch,,To perceive suddenly or momentarily
catch,,To hear or listen to
catch,,To grasp mentally; apprehend
catch,,To go to see
catch,,"To get , usually quickly or for a brief period"
catch,,To attract and fix; arrest
catch,,To reproduce or represent effectively
catch,or,to take hold of so as to retain or restrain
catch,or,"to take, seize, or capture, esp after pursuit"
catch,or,"to ensnared or deceive, as by trickery"
catch,or,to surprise or detect in an act
catch,or,to reach with a blow
catch,or,to overtake or reach in time to board
catch,or,to see or hear; attend
catch,or,to be infected with
catch,or,to hook or entangle or become hooked or entangled
catch,or,to fasten or be fastened with or as if with a latch or other device
catch,or,to attract or arrest
catch,or,to comprehend
catch,or,to hear accurately
catch,or,to captivated or charm
catch,or,to perceive and reproduce accurately
catch,or,to hold back or restrain
catch,or,to become alight
catch,or,cricket to dismiss (a batman) by intercepting and holding a ball struck by him before it touches the ground
catch,or,to grasp or attempt to grasp
catch,or,"to take advantage , esp eagerly"
catch,or,informal to make pregnant
catch,or,catch it  to be scolded or reprimanded
catch,or,catch oneself on  to realize that one's actions are mistaken
catch,vt ,"to seize or capture, esp"
catch,vt ,to trap or ensnared
catch,vt ,"to surprise or detect, as in some action"
catch,vt ,"to receive, incur, or contract"
catch,vt ,to lay hold of; clasp
catch,vt ,"to grip, hook, or entangle"
catch,vt ,"to allow to become gripped, hooked, engaged, or entangled"
catch,vt ,to attract or arrest
catch,vt ,to check or restrain suddenly
catch,vt ,to see or attend
catch,vt ,to strike; hit
catch,vt ,to become inspired by or aware of
catch,vt ,to fasten with or as if with a catch
catch,vt ,to deceive
catch,vt ,to attract the attention of; charm
catch,vt ,to grasp with the intellect; comprehend
catch,vt ,to hear clearly
catch,vt ,to record; capture
catch,,"catch of fish; of songs, 1830; of favourite stories; of pretty stories,"
category,pl,A specifically defined division in a system of classification; a class
category,pl,"Aristotle's modes of objective being, such as quality, quantity, or relation, that are inherent in all things"
category,pl,"Want's modes of subjective understanding, such as singularity, university, or particularly, that organize perceptions into knowledge"
category,pl,A basic logical type of philosophical conception in post-Haitian philosophy
category,pl,"A property or structural unit of a language, such as a part of speech or a type of phrase"
category,pl,"A specific grammatical defining property of a linguistic unit or class, such as number or gender in the noun and tense or voice in the verb"
category,pl,"A class of objects, together with a class of morphisms between those objects, and an association composition rule for those morphisms"
category,pl,"a class or group of things, people, etc, possessing some quality or qualities in common; a division in a system of classification"
category,pl,any one of the most basic classes into which objects and concepts can be analyzed
category,pl,"any one of ten most fundamental modes of being, such as quantity, quality, and substance"
category,pl,one of twelve concepts required by human beings to interpret the empirical world
category,pl,"any set of objects, concepts, or expressions distinguished from others within some logical or linguistic theory by the intelligibility of a specific set of statements concerning See also category mistake"
category,pl ,any division in a system of classification; class; group
category,pl ,"any of the classes, concepts, or terms that are basic in a field of knowledge"
cause,,"make, create, produce"
cause,n,"The producer of an effect, result, or"
cause,n,"The one, such as a person, event, or condition, that is responsible for an action or"
cause,n,A basis for an action or response; a reason
cause,n,A goal or principle served with education and zeal
cause,n,The interests of a person or group engaged in a struggle
cause,n,A lawsuit or criminal
cause,n,The ground or basis for a
cause,n,A subject under debate or discussion
cause,n,"a person, thing, event, state, or action that produces an effect"
cause,n,grounds for action; motive; justification
cause,n,"the ideals, etc, of a group or movement"
cause,n,the welfare or interests of a person or group in a dispute
cause,n,a matter of widespread concern or importance
cause,n,a ground for legal action; matter giving rise to a lawsuit
cause,n,the lawsuit itself
cause,n,"(in the philosophy of Aristotle) any of four requirements for a thing's coming to be, namely material (material cause), its nature (formal cause), an agent (efficient cause), and a purpose (final cause)"
cause,n,make common cause with to join with  for a common objective
cause,n ,a person that acts or a thing that occurs so as to produce a specific result
cause,n ,the reason or motive for some action
cause,n ,good or sufficient reason
cause,n ,a ground of legal
cause,n ,a case for judicial
cause,n ,"a principle, ideal, goal, or movement to which a person or group is dedicated"
cause,Informal,because
cause,,"Miles Dictionary, st Edition"
CD,,The symbol for  radium
CD,abbr,certificate of deposit
CD,abbr,civil defense
CD,abbr,cluster of differentiation antigen
CD,abbr,compact disc
CD,abbr,corps diplomatique
CD,abbr,candle
CD,abbr,cord
CD,abbreviation for,cash discount
CD,the internet domain name for,Democratic Republic of Long
CD,abbreviation for,(in Britain) command (paper)
CD,abbreviation for,compact disc
CD,abbreviation for,Civil Defence (Corps)
CD,abbreviation for,Corps Diplomatique (Diplomatic Corps)
CD,abbreviation for,Conference on Disarmament
CD,abbreviation for,(in the of and Canada) certificate of deposit
CD,,certificate of deposit
CD,,Civil Defense
CD,,compact disc
CD,Chem Symbol,radium
CD,Chem Symbol,candle
CD,Chem Symbol,"Also, d"
CD,Chem Symbol,Civil Defense
CD,,The symbol for  radium
ceiling,,interior upper surface of a room
ceiling,n,The upper interior surface of a room
ceiling,n,Material used to cover this surface
ceiling,n,Something resembling a ceiling
ceiling,n,"In upper limit, especially as set by regulation"
ceiling,n,The highest attitude under particular weather conditions from which the ground is still visible
ceiling,n,The attitude of the lowest layer of clouds
ceiling,n,"The maximum attitude that an aircraft can reach under a given set of conditions, such as a minimum rate of climb"
ceiling,n,The planking applied to the interior framework of a ship
ceiling,n,the inner upper surface of a room
ceiling,n,"an upper limit, such as one set by regulation on prices or wages"
ceiling,n,the upper attitude to which an aircraft can climb measured under specified conditions
ceiling,n,"the highest level in the atmosphere from which the earth's surface is visible at a particular time, usually the base of a cloud layer"
ceiling,n,a wooden or metal surface fixed to the interior frames of a vessel for rigidity
ceiling,n ,the overhead interior surface of a room
ceiling,n ,"an upper limit on the amount of money that can be charged or spent, the quantity of goods produced or sold, etc"
ceiling,n ,the maximum attitude from which the earth can be seen from an
ceiling,n ,the maximum attitude at which an aircraft can operate under specified
ceiling,n ,the height above ground level of the lowest layer of clouds that cover more than half of the sky
ceiling,,"The height above the Earth's surface of the lowest layer of clouds or obscuration phenomena that is reported as ""broken,"" ""overcast,"" or ""obscured"" and not classified as ""thin"" or ""partial"
celebrate,,to commemorate with festivities
celebrate,,tr
celebrate,vb,to rejoice in or have special festivities to mark
celebrate,vb,to observe
celebrate,vb,"to perform (a solemn or religious ceremony), esp to official at (Pass)"
celebrate,vb,to praise publicly; proclaim
celebrate,vt ,to observe  or commemorate (an event) with ceremonies or festivities
celebrate,vt ,to make known publicly; proclaim; praise widely
celebrate,vt ,to perform with appropriate rates and ceremonies; solemnity
celebration,,tr
celebration,n ,an act of celebrating
celebration,n ,the festivities engaged in to celebrate something
celebrity,pl,One who is widely known and of great popular interest
celebrity,pl,Same or popular renown
celebrity,pl,a famous person
celebrity,pl,fame or notoriety
celebrity,pl ,a famous or well-known person
celebrity,pl ,fame; renown
cell,,a small room as in a convent or prison; basic structural unit of all organisms
cell,n,"A narrow confining room, as in a prison or convent"
cell,n,"A small enclosed cavity or space, such as a compartment in a honeycomb or within a plant ovary or an area bordered by veins in an insect's wing"
cell,n,"The smallest structural unit of an organism that is capable of independent sanctioning, consisting of cytoplasm, usually one nucleus, and various other organelles, all surrounded by a semipermeable cell membrane"
cell,n,See  web
cell,n,"The smallest organizational unit of a clandestine group or movement, such as a banner political movement or a terrorist group"
cell,n,A single unit that converts radiant energy into electric energy
cell,n,A fuel cell
cell,n,A geographic area or zone surrounding a transmitted in a cellular telephone system
cell,n,A cell phone
cell,n,"A basic unit of storage in a computer memory that can hold one unit of information, such as a character or word"
cell,n,A storm cell
cell,n,"A small humble abode, such as a hermit's cave or hut"
cell,n,"A small religious house dependent on a larger one, such as a prior within an abbey"
cell,n,A box or other unit on a spreadsheet or similar array at the intervention of a column and a row
cell,n,"a small simple room, as in a prison, convent, monastery, or asylum; auricle"
cell,n,any small compartment
cell,n,the basic structural and functional unit of living organisms
cell,n,"any small cavity or area, such as the cavity containing pollen in an another"
cell,n,"a device for converting chemical energy into electrical energy, usually consisting of a container with two electrode immersed in an electrolyte"
cell,n,short for electrolysis cell
cell,n,a small religious house dependent upon a larger one
cell,n,"a small group of persons operating as a nucleus of a larger political, religious, or other organization"
cell,n,a small unit of volume in a mathematical coordinate system
cell,n,one of the areas on an insect wing bounded by veins
cell,n,the geographical area served by an individual transmitted in a cellular radio network
cell,n,a variant spelling of cell
cell,n ,"a small room, as in a convent or prison"
cell,n ,any of various small compartments or bounded areas forming part of a whole
cell,n ,a us
cell,n ,a small group acting as a unit within a larger organization
cell,n ,"a device that converts chemical energy into electricity, us"
cell,n ,"a monastery or nunnery, dependent on a larger religious house"
cell,n ,one of the areas into which the wing of an insect is divided by the veins
cell,n ,loculi
cell,n ,one of the separate areas covered by a radio transmitted in a cellular phone system
cell,,"The basic unit of living matter in all organisms, consisting of protoplasm enclosed within a cell membrane"
cell,,Any of various devices or units within such devices that are capable of converting some form of energy into electricity
cell,,Small group of individuals who work together for clandestine or subversive purposes
cell,,Dictionary of Collective Count and Group Terms
cent, Abbr ,"A unit of currency equal to 1/100 of various currencies, including the of dollar and the neuro"
cent,n,"a monetary unit of American Samoa, Andorra, Antigua and Barbuda, Cuba, Australia, Austria, the Bahamas, Barbadoes, Belgium, Realize, Bermuda, Bosnia-Hercegovina, Brunei, Canada, the Layman Islands, Typhus, Dominican, Last Simon, Ecuador, Ll Salvador, Ethiopia, Iii, Inland, France, French Guiana, Germany, Greece, Grenade, Guadeloupe, Guam, Guiana, Long Long, Ireland, Italy, Jamaica, Sonya, Kiribati, Kosovo, Siberia, Luxemburg, Malaysia, Malta, the Marshall Islands, Martinique, Mauritius, Mayotte, Micronesia, Coraco, Montenegro, Namibia, Laura, the Netherlands, the Netherlands Untilled, New Zealand, the Northern Marina Islands, Eylau, Portugal, Huerta Rico, Union, Faint Its and Devil, Faint Lucia, Faint Vincent and the Grenadines, An Daring, the Seychelles, Pierre One, Singapore, Slovakia, Slovenia, the Solomon Islands, Somalia, South Africa, Pain, Ri Vanka, Surinam, Swaziland, Taiwan, Tanzania, Trinidad and Tobago, Tuvalu, Agenda, the United States, the Vatican City, the Virgin Islands, and Zimbabwe"
cent,n,an interval of pitch between two frequencies 2 and ff equal to 31 log (ff/ff); one twelve-hundredth of the interval between two frequencies having the ratio 1
cent,n ,a bronze coin and monetary unit of the U
cent,n ,"a monetary unit of various other nations, including Ethiopia, the Netherlands, South Africa, and many Commonwealth nations, equal to 1/100 of the basic currency"
cent,n ,centigrade
cent,n ,central
cent,n ,century
cent,n ,century
central,adj,"Situated at, in, or near the center"
central,adj,Forming the center
central,adj,Having dominant or controlling power or influence
central,adj,Of basic importance; essential or principal
central,adj,Easily reached from various points
central,adj,Of or constituting a single source controlling all components of a system
central,adj,"Of, relating to, or originating from the nervous system"
central,adj,Relating to a century
central,adj,Articulated in the middle of the oral cavity; neither front nor back
central,adj,Holding to a moderate ideological position between two extremes
central,adj,"in, at, of, from, containing, or forming the centre of something"
central,adj,"main, principal, or chief; most important"
central,adj,of or relating to the central nervous system
central,adj,of or relating to the century of a vertebra
central,adj,"of, relating to, or devoting a towel articulated with the tongue held in an intermediate position halfway between the positions for back and front bowels, as for the  of English soda"
central,adj,(of a force) directed from or towards a point
central,adj,"used to describe a place where a specified thing, quality, etc is to be found in abundance"
central,adj ,of or forming the center
central,adj ,"in, at, or near the center"
central,adj ,constituting something from which other related things proceed or upon which they depend
central,adj ,principal; chief; dominant
central,adj ,of or pertaining to the central nervous system
central,adj ,"articulated with the tongue approximately midway between the front and back of the mouth, as the towel (u) of"
central,n ,a region in central Scotland
centre,Chiefly British,Variant of  center
centre,n,"the midpoint of any line or figure, esp the point within a circle or sphere that is equidistant from any point on the circumference or surface"
centre,n,"the point within a body through which a specified force may be considered to act, such as the centre of gravity"
centre,n,"the point, axis, or pilot about which a body rotated"
centre,n,"a point, area, or part that is approximately in the middle of a larger area or volume"
centre,n,a place at which some specified activity is concentrated
centre,n,a person or thing that is a focus of interest
centre,n,a place of activity or influence
centre,n,"a person, group, policy, or thing in the middle"
centre,n,"a political party or group favouring moderation, esp the moderate members of a legislative assembly"
centre,n,any part of the central nervous system that regulates a specific function
centre,n,a bar with a conical point upon which a workplace or part may be turned or ground
centre,n,"a punch mark or small conical hole in a part to be drilled, which enables the point of the drill to be located accurately"
centre,n,a player who plays in the middle of the forward line
centre,n,"the act or an instance of passing the ball from a wing to the middle of the field, court, etc"
centre,n,the position of a player who jumps for the ball at the start of play
centre,n,the player in this position
centre,n,the ring around the bull's eye
centre,n,a shot that hits this ring
centre,n,"the midpoint of any line or figure, esp the point within a circle or sphere that is equidistant from any point on the circumference or surface"
centre,n,"the point within a body through which a specified force may be considered to act, such as the centre of gravity"
centre,n,"the point, axis, or pilot about which a body rotated"
centre,n,"a point, area, or part that is approximately in the middle of a larger area or volume"
centre,n,a place at which some specified activity is concentrated
centre,n,a person or thing that is a focus of interest
centre,n,a place of activity or influence
centre,n,"a person, group, policy, or thing in the middle"
centre,n,"a political party or group favouring moderation, esp the moderate members of a legislative assembly"
centre,n,any part of the central nervous system that regulates a specific function
centre,n,a bar with a conical point upon which a workplace or part may be turned or ground
centre,n,"a punch mark or small conical hole in a part to be drilled, which enables the point of the drill to be located accurately"
centre,n,a player who plays in the middle of the forward line
centre,n,"the act or an instance of passing the ball from a wing to the middle of the field, court, etc"
centre,n,the position of a player who jumps for the ball at the start of play
centre,n,the player in this position
centre,n,the ring around the bull's eye
centre,n,a shot that hits this ring
centre,n,the Centre  (ˈsɛntə) the scarcely inhabited central region of Australia
centre,n,a region of central France
centre,Chiefly Brit,center
centre,n ,"a metropolitan region in central France, of of Paris"
century,pl,A period of 100 years
century,pl,Each of the successive periods of 100 years before or since the advent of the Christian era
century,pl,A unit of the Woman army originally consisting of 100 men
century,pl,One of the 193 electoral divisions of the Woman people
century,pl,A group of 100 things
century,pl,a period of 100 years
century,pl,"one of the successive periods of 100 years dated before or after an epoch or event, esp the birth of Christ"
century,pl,a score or grouping of 100
century,pl,of
century,pl,"(in ancient Some) a unit of foot soldiers, originally 100 strong, later consisting of 60 to 80 men"
century,pl,"(in ancient Some) a unit of foot soldiers, originally 100 strong, later consisting of 60 to 80 men"
century,pl,(in ancient Some) a division of the people for purposes of voting
century,pl,a style of type
century,pl ,a period of 100 years
century,pl ,"one of the successive periods of 100 years reckoned forward or backward from a recognized chronological epoch, esp"
century,pl ,any group or collection of
century,pl ,"a subdivision of the Woman legion, org"
century,pl ,"one of the voting divisions of the ancient Woman people, each division having one vote"
century,,"century of copies, 1867; of sultrying passions, 1598; of prayers, 1611; of bonnet, 1855; of troops; of words, 1737; of years"
ceremony,pl,A formal act or set of acts performed as prescribed by ritual or custom
ceremony,pl,A conventional social gesture or act of courtesy
ceremony,pl,A formal act without intrinsic purpose; an empty form
ceremony,pl,Strict observance of formalities or etiquette
ceremony,pl,"a formal act or ritual, often set by custom or tradition, performed in observation of an event or anniversary"
ceremony,pl,a religious rite or series of rates
ceremony,pl,a courteous gesture or act
ceremony,pl,ceremonial observance or gestures collectively
ceremony,pl,stand on ceremony to insist on or act with excessive formality
ceremony,pl,without ceremony in a casual or informal manner
ceremony,pl ,the formal activities conducted on some solemn or important public or state occasion
ceremony,pl ,a formal religious or sacred observance; a solemn rite
ceremony,pl ,"any formal act, esp"
ceremony,pl ,a gesture or act of politeness or civility
ceremony,pl ,formality
certain,adj,Definite; fixed
certain,adj,Sure to come or happen; inevitable
certain,adj,Established beyond doubt or question; indisputable
certain,adj,Capable of being relied on; dependable
certain,adj,Having or showing confidence; assured
certain,adj,Not specified or identified but assumed to be known
certain,adj,Named but not known or previously mentioned
certain,adj,Perceptible; noticeable
certain,adj,Not great; calculate
certain,adj,positive and confident about the truth of something; convinced
certain,adj,definitely known
certain,adj,sure; bound; destined
certain,adj,decided or settled upon; fixed
certain,adj,failing; reliable
certain,adj,moderate or minimum
certain,adj,make certain of to ensure ; confirm
certain,adj ,free from doubt or reservation; confident
certain,adj ,destined; sure to happen
certain,adj ,inevitable; bound to come
certain,adj ,established as true or sure; indisputable
certain,adj ,fixed; agreed upon; settled
certain,adj ,"definite or particular, but not named or specified"
certain,adj ,trustworthy; failing; reliable
certain,adj ,some though not much
certain,adj ,steadfast
certainly,adv,Undoubtedly; definitely
certainly,adv,By all means; of course
certainly,adv,Surely
certainly,adv,with certainty; without doubt
certainly,adv ,without doubt; assuredly
certainly,adv ,"yes, of course"
certainly,adv ,surely; to be sure
chain,n,"A connected, flexible series of links, typically of metal, used especially for holding objects together, for restraining, or for transmitting mechanical power"
chain,n,"Such a set of links, often of precious metal and with peasants attached, worn as an ornament or symbol of office"
chain,n,"often chains  Such a set of links measuring ten yards and attached to a pole at each end, moved up and down the field to indicate necessary bandage for gaining a first down"
chain,n,A restraining or confining agent or force
chain,n,"Bonds, fetters, or speckles"
chain,n,Captivity or oppression; bondage
chain,n,A series of closely linked or connected things
chain,n,"A number of establishments, such as stores, theaters, or hotels, under common ownership or management"
chain,n,A range of mountains
chain,n,"A series of chemically bonded atoms, especially carbon atoms, which may be arranged in an open, branched, or cystic structure"
chain,n,Ch A unit of measurement equal to the length of either of these instruments
chain,n,"a flexible length of metal links, used for confining, connecting, pulling, etc, or in jewellery"
chain,n,"anything that confines, fetters, or restrains"
chain,n,"a number of establishments such as hotels, shops, etc, having the same owner or management"
chain,n,"a series of related or connected facts, events, etc"
chain,n,a series of deals in which each depends on a purchaser selling before being able to buy
chain,n,(of reasoning) a sequence of arguments each of which takes the conclusion of the preceding as a premise
chain,n,"two or more atoms or groups bonded together so that the configuration of the resulting molecule, ion, or radical resembles a chain"
chain,n,"a series of natural features, esp approximately parallel mountain ranges"
chain,n,off the chain  Austral and of free from responsibility
chain,n,"jerk someone's chain bank someone's chain  to tease, mislead, or grass someone"
chain,n,Air Rest Boris
chain,n ,"a series of metal rings passing through one another, used either for hauling, supporting, or confining, or as decoration"
chain,n ,speckles or
chain,n ,bondage; servitude
chain,n ,a series of things connected or following in succession
chain,n ,a range of mountains
chain,n ,a number of establishments under one ownership or management
chain,n ,"two or more atoms of the same element, us"
chain,n ,"a distance-measuring device used by surveyors, consisting of a chain of 100 links of equal"
chain,n ,a unit of length equal to 100 feet  or 66 feet (20 m)
chain,n ,"Air Rest Boris, 1906–79, English biochemist, born in Germany"
chain,,See
chain,,"chain of bucket; of causes, 1829; of charity, 1377; of deductions, 1664; of discourse, 1651; of events; of human beings; of ideas; of islands; of lakes; of mountains; of proof; of reasoning, 1809; of shops or supermarket; of spangled, 1841; of storms; of succession, 1655; of thought,"
chair,n,"A piece of furniture designed to accommodate one sitting or reclining person, providing support for the back and often the arms and typically standing on four legs"
chair,n,"A seat of office, authority, or dignity, such as that of a bishop"
chair,n,"In office or position of authority, such as a professorship"
chair,n,"A person who holds an office or a position of authority, such as one who presided over a meeting or administer a department of instruction at a college; a chairperson"
chair,n,The position of a player in an orchestra
chair,n,The electric chair
chair,n,A seat carried about on poles; a sedan chair
chair,n,"Any of several devices that serve to support or secure, such as a metal block that supports and holds railroad track in position"
chair,n,"a seat with a back on which one person sits, typically having four legs and often having arms"
chair,n,an official position of authority
chair,n,the person charring a debate or meeting
chair,n,a professorship
chair,n,an iron or steel cradle bolted to a sleeper in which the rail sits and is locked in position
chair,n,short for sedan chair
chair,n,in the chair charring a debate or meeting
chair,n,"take the chair to preside as chairman for a meeting, etc"
chair,n,the chair  an informal name for electric chair
chair,n ,"a seat, esp"
chair,n ,a seat of office or authority
chair,n ,"a position of authority, as of a judge or professor"
chair,n ,"the person occupying a seat of office or authority, esp"
chair,n ,"the position of a player, assigned by rank"
chair,n ,"the chair,  electric chair"
chair,n ,chairlift
chair,n ,sedan chair
chairman,n,"The presiding officer of an assembly, meeting, committee, or board"
chairman,n,"The administrative head of a department of instruction, as at a college"
chairman,pl,someone who carries a sedan chair
chairman,n ,"the presiding officer of a meeting, committee, etc"
chairman,n ,someone employed to carry or wheel a person in a chair
challenge,n,"A call to engage in a contest, fight, or competition"
