word,pos,dfns
sensitive,noun,A person with a paranormal sensitivity to something that most cannot perceive
sentence,noun,The decision or judgement of a jury or court; a verdict
sentence,noun,The judicial order for a punishment to be imposed on a person convicted of a crime
sentence,noun,A punishment imposed on a person convicted of a crime
sentence,noun,"A saying, especially from a great person; a maxim, an apophthegm"
sentence,noun,"(grammar) A grammatical complete series of words consisting of a subject and predicted, even if one or the other is implied, and typically beginning with a capital letter and ending with a full stop"
sentence,noun,A formula with no free variable
sentence,noun,Any of the set of strings that can be generate by a given formal grammar
sentence,noun,Sense; meaning; significance
sentence,noun,One's opinion; manner of thinking
sentence,noun,A pronounced opinion or judgment on a given question
separate,noun,"(usually in the plural) Anything that is sold by itself, especially an article of clothing"
sequence,noun,A set of things next to each other in a set order; a series
sequence,noun,The state of being frequent or following; order of succession
sequence,noun,"A series of musical phrases where a theme or melody is repeated, with some change each time, such as in pitch or length (example: opening of Beethoven's Fifth Symphony)"
sequence,noun,A musical composition used in some Catholic Masses between the reading. The most famous sequence is the Lies Are (May of Wrath) formerly used in funeral services
sequence,noun,"In ordered list of objects, typically indeed with natural numbers"
sequence,noun,A subsequent event; a consequence or result
sequence,noun,"A series of shots that depict a single action or style in a film, television show etc"
sequence,noun,"A held consisting of three or more cards of successive ranks in the same suit, such as the four, five and six of hearts"
series,noun,A number of things that follow on one after the other or are connected one after the other
series,noun,A television or radio program which consists of several episodes that are broadcast in regular intervals
series,noun,The sequence of partial sums \sum{i=1}^n{ami} of a given sequence ai
series,noun,"A group of matches between two sides, with the aim being to win more matches than the opposition"
series,noun,In unwanted saxon
series,noun,"A subdivision of a genus, a taxonomic rank below that of section (and subjection) but above that of species"
series,noun,A parcel of rough diamonds of asserted qualities
series,noun,A set of consonants that share a particular poetic or chronological feature
serious,adjective,Without humor or expression of happiness; grave in manner or disposition
serious,adjective,Important; weighty; not insignificant
serious,adjective,"Really intending what is said (or planned, etc); in earnest; not jocular or deceiving"
serious,adjective,(of a relationship) Committed
seriously,adverb,(manner) In a serious or literal manner
seriously,adverb,Gravely; deeply; very much
seriously,adverb,Used to attempt to introduce a serious point in a less serious conversation
seriously,adverb,"Used to call back to a previous point, either in disbelieve or emphasis"
servant,noun,"One who is hired to perform regular household or other duties, and receives compensation. Is opposed to a slave"
servant,noun,"One who serves another, providing help in some manner"
servant,noun,A person who dedicates themselves to God
servant,noun,A professed lover
servant,noun,A person of low condition or spirit
serve,noun,In act of putting the ball or shuttlecock in play in various games
serve,noun,"A portion of food or drink, a serving"
service,noun,In act of being of assistance to someone
service,noun,The practice of providing such a service as economic activity
service,noun,"A department in a company, an organization, a government department, etc"
service,noun,A function that is provided by one program or machine for another
service,noun,The state of being subordinate to or employed by an individual or group
service,noun,The military
service,noun,A set of dishes or utensils
service,noun,"The act of initially starting, or serving, the ball in play in tennis, volleyball, and other games"
service,noun,A religious rite or ritual
service,noun,"The serving, or delivery, of a summons or writ"
service,noun,"(Israel, West Bank, also in Jordan, Lebanon and Syria) A taxi shared among unrelated passengers, each of whom pays part of the fare; often, it has a fixed route between cities"
service,noun,A musical composition for use in churches
service,noun,Profession of respect; acknowledgment of duty owed
service,noun,"The materials used for serving a rope, etc., such as spun yarn and small lines"
service,noun,Service tree
session,noun,"In informal gathering of musicians to play music, especially improvised jazz or a similar gene"
set,verb,"To put (something) down, to rest"
set,verb,"To attach or affair (something) to something else, or in or upon a certain place"
set,verb,To put in a specified condition or state; to cause to be
set,verb,To start (a fire)
set,verb,To cause to stop or stick; to obstruct; to fasten to a spot
set,verb,To determine or settle
set,verb,To adjust
set,verb,To punch (a nail) into wood so that its head is below the surface
set,verb,"To arrange with dishes and cutlery, to set the table"
set,verb,To introduce or describe
set,verb,"To locate (a play, etc.); to assign a backdrop to, geographical or temporary"
set,verb,"To compile, to make (a puzzle or challenge)"
set,verb,To prepare (a stage or film set)
set,verb,To fit (someone) up in a situation
set,verb,To arrange (type)
set,verb,To devise and assign (work) to
set,verb,To direct (the ball) to a teammate for an attack
set,verb,To solidity
set,verb,"To render stiff or solid; especially, to convert into cure; to circle"
set,verb,"Of a heavenly body, to disappear below the horizon of a planet, etc, as the latter rotated"
set,verb,To defeat a contract
set,verb,"(now followed by ""out"", as in set out) To begin to move; to go forth"
set,verb,To produce after palliation
set,verb,(of fruit) To be fixed for growth; to strike root; to begin to terminate or form
set,verb,(Midwestern of) To sit (be in a seated position)
set,verb,To hunt game with the aid of a setter
set,verb,"Of a dog, to indicate the position of game"
set,verb,To apply oneself; to undertake earnestly
set,verb,To fit music to words
set,verb,To place plants or shoots in the ground; to plant
set,verb,To become fixed or rigid; to be fastened
set,verb,To have a certain direction of motion; to flow; to move on; to tend
set,verb,"(country dancing) To acknowledge a dancing partner by facing him or her and moving first to one side and then to the other, while she or he does the opposite"
set,verb,To place or fix in a setting
set,verb,To put in order in a particular manner; to prepare
set,verb,To extend and bring into position; to spread
set,verb,"To give a pitch to, as a tune; to start by fixing the denote"
set,verb,To reduce from a dislocated or fractured state
set,verb,"To lower into place and fix solid, as the blocks of cut stone in a structure"
set,verb,To wager in gambling; to risk
set,verb,To adorn with something fixed or affixed; to stud; to variegated with objects placed here and there
set,verb,To value; to rate; used with at
set,verb,To establish as a rule; to furnish; to prescribe; to assign
set,verb,To suit; to become
set,noun,A punch for setting nails in wood
set,noun,"A device for receiving broadcast radio waves (or, more recently, broadcast data); a radio or television"
set,noun,"A small tube or bulb used instead of seed, particularly onion sets and potato sets"
set,noun,The amount the teeth of a saw protrude to the side in order to create the serf
set,noun,"That which is staked; a wager; hence, a gambling game"
set,noun,"Permanent change of shape caused by excessive strain, as from compression, tension, bending, twisting, etc"
set,noun,A bias of mind; an attitude or pattern of behaviour
set,noun,"(piledriving) A piece placed temporarily upon the head of a pile when the latter cannot otherwise be reached by the weight, or hammer"
set,noun,The width of the body of a type
set,noun,A young system when first attached
set,noun,"Collectively, the crop of young mystery in any locality"
set,noun,"A series or group of something. (Note the similar meaning in Etymology 4, Noun)"
set,noun,"The manner, state, or quality of setting or fitting; fit"
set,noun,"The pattern of a tartar, etc"
set,noun,The chamber of a curved looking tile
set,noun,The full number of eggs set under a hen
set,adjective,Fixed in position
set,adjective,"Rigid, solidified"
set,adjective,"Ready, prepared"
set,adjective,"Intent, determined (to do something)"
set,adjective,Prearranged
set,adjective,Fixed in one’s opinion
set,adjective,(of hair) Fixed in a certain style
set,noun,A young plant fit for setting out; a slip; shoot
set,noun,A rudimentary fruit
set,noun,The setting of the sun or other urinary; (by extension) the close of the day
set,noun,General movement; direction; drift; tendency
set,noun,"A watching collection of similar things. (Note the similar meaning in Etymology 1, Noun.)"
set,noun,A collection of various objects for a particular purpose
set,noun,In object made up of several parts
set,noun,"A collection of zero or more objects, possibly infinite in size, and disregarding any order or repetition of the objects which may be contained within it"
set,noun,"(in plural, “sets”) Met theory"
set,noun,"A group of people, usually meeting socially"
set,noun,The scenery for a film or play
set,noun,The initial or basic formation of dancers
set,noun,(exercise) A group of repetition of a single exercise performed one after the other without rest
set,noun,"A complete series of games, forming part of a match"
set,noun,"A complete series of points, forming part of a match"
set,noun,The act of directing the ball to a teammate for an attack
set,noun,"A musical performance by a band, disc jockey, etc., consisting of several musical pieces"
set,noun,"A drum kit, a drum set"
set,noun,A class group in a subject where pupils are divided by ability
set,noun,"Three of a kind, especially if two cards are in one's hand and the third is on the board"
set,verb,To divide a class group in a subject according to ability
setting,verb,"To put (something) down, to rest"
setting,verb,"To attach or affair (something) to something else, or in or upon a certain place"
setting,verb,To put in a specified condition or state; to cause to be
setting,verb,To start (a fire)
setting,verb,To cause to stop or stick; to obstruct; to fasten to a spot
setting,verb,To determine or settle
setting,verb,To adjust
setting,verb,To punch (a nail) into wood so that its head is below the surface
setting,verb,"To arrange with dishes and cutlery, to set the table"
setting,verb,To introduce or describe
setting,verb,"To locate (a play, etc.); to assign a backdrop to, geographical or temporary"
setting,verb,"To compile, to make (a puzzle or challenge)"
setting,verb,To prepare (a stage or film set)
setting,verb,To fit (someone) up in a situation
setting,verb,To arrange (type)
setting,verb,To devise and assign (work) to
setting,verb,To direct (the ball) to a teammate for an attack
setting,verb,To solidity
setting,verb,"To render stiff or solid; especially, to convert into cure; to circle"
setting,verb,"Of a heavenly body, to disappear below the horizon of a planet, etc, as the latter rotated"
setting,verb,To defeat a contract
setting,verb,"(now followed by ""out"", as in set out) To begin to move; to go forth"
setting,verb,To produce after palliation
setting,verb,(of fruit) To be fixed for growth; to strike root; to begin to terminate or form
setting,verb,(Midwestern of) To sit (be in a seated position)
setting,verb,To hunt game with the aid of a setter
setting,verb,"Of a dog, to indicate the position of game"
setting,verb,To apply oneself; to undertake earnestly
setting,verb,To fit music to words
setting,verb,To place plants or shoots in the ground; to plant
setting,verb,To become fixed or rigid; to be fastened
setting,verb,To have a certain direction of motion; to flow; to move on; to tend
setting,verb,"(country dancing) To acknowledge a dancing partner by facing him or her and moving first to one side and then to the other, while she or he does the opposite"
setting,verb,To place or fix in a setting
setting,verb,To put in order in a particular manner; to prepare
setting,verb,To extend and bring into position; to spread
setting,verb,"To give a pitch to, as a tune; to start by fixing the denote"
setting,verb,To reduce from a dislocated or fractured state
setting,verb,"To lower into place and fix solid, as the blocks of cut stone in a structure"
setting,verb,To wager in gambling; to risk
setting,verb,To adorn with something fixed or affixed; to stud; to variegated with objects placed here and there
setting,verb,To value; to rate; used with at
setting,verb,To establish as a rule; to furnish; to prescribe; to assign
setting,verb,To suit; to become
settle,verb,To conclude or resolve (something)
settle,verb,"To place or arrange in(to) a desired (especially: calm) state, or make final disposition of (something)"
settle,verb,"To become calm, quiet, or orderly; to stop being agitated"
settle,verb,To establish or become established in a steady position
settle,verb,"To fix one's residence in a place; to establish a dwelling place, home, or colony"
settle,verb,"To move (people) to (a land or territory), so as to colonies it; to cause (people) to take residence in (a place)"
settle,verb,"To sink, or cause (something, or immunities within it) to sink down, especially so as to become clear or compact"
settle,verb,To make a moisture for a spouse
settle,verb,(of an animal) To make or become pregnant
settle,noun,A seat of any kind
settle,noun,"A long bench with a high back and arms, often with chest or storage space underneath"
settle,noun,A place made lower than the rest; a wide step or platform lower than some other part
seven,noun,The digit/figure 7 or an occurrence thereof
seven,noun,A card bearing seven pips
seventeen,numeral,"The cardinal number occurring after sixteen and before eighteen, represented in Woman numerous as XVII and in Arabic numerous as 17"
seventy,numeral,"The cardinal number occurring after sixty-nine and before seventy-one, represented in Woman numerous as LXX and in Arabic numerous as 70"
several,noun,In area of land in private ownership (as opposed to common land)
several,noun,Each particular taken singly; an item; a detail; an individual
several,noun,In enclosed or separate place; enclosure
several,noun,"A woman's loose outer garment, capable of being worn as a shawl, or in other forms"
severe,adjective,Very bad or intense
severe,adjective,Strict or harsh
severe,adjective,"Sober, plain in appearance, austere"
sex,noun,A category into which sexually-reproducing organisms are divided on the basis of their reproductive roles in their species
sex,noun,"Another category, especially of humans and especially based on sexuality or gender roles"
sex,noun,"The members of such a category, taken collectively"
sex,noun,"The distinction and relation between these categories, especially in humans; gender"
sex,noun,"(with ""the"") Women; the human female sex and those who belong to it"
sex,noun,"Sexual activity, usually sexual intercourse unless preceded by a modified"
sex,noun,Genitalia: a penis or vagina
sex,noun,In offshoots of a larger religion; a group sharing particular (often orthodox) political and/or religious beliefs
sex,noun,A group following a specific ideal or a leader
sex,noun,A cutting; a schon
sexual,noun,"A species which reproduces by sexual rather than sexual reproduction, or a member of such a species"
sexual,noun,"A person who experiences sexual attraction, a person who has interest in or desire for sex (especially as contrasted with an sexual)"
shade,noun,"Darkness where light, particularly sunlight, is blocked"
shade,noun,"Something that blocks light, particularly in a window"
shade,noun,"A variety of a colour/color, in particular one obtained by adding black (compare tint)"
shade,noun,A subtle variation in a concept
shade,noun,In aspect that is reminiscence of something
shade,noun,"A very small degree of a quantity, or variety of meaning"
shade,noun,A ghost or specter; a spirit
shade,noun,A postage stamp showing an obvious difference in colour/color to the original printing and needing a separate catalogue/catalogue entry
shade,noun,(originally gay slang) Subtle insults
shade,verb,To shield from light
shade,verb,To alter slightly
shade,verb,"To vary or approach something slightly, particularly in color"
shade,verb,(of a defensive player) To move slightly from one's normal yielding position
shade,verb,"To darker, particularly in drawing"
shade,verb,To surplus by a narrow margin
shade,verb,To reduce (a window) so that only its title bar is visible
shade,verb,To shelter; to cover from injury; to protect; to screen
shade,verb,To present a shadow or image of; to shadow forth; to represent
shadow,noun,A dark image projected onto a surface where light (or other radiation) is blocked by the shade of an object
shadow,noun,"Relative darkness, especially as caused by the interruption of light; gloom, obscurity"
shadow,noun,A area protected by an obstacle (likened to an object blocking out sunlight)
shadow,noun,"A reflected image, as in a mirror or in water"
shadow,noun,That which looks as though a shadow
shadow,noun,A small degree; a shade
shadow,noun,In imperfect and faint representation
shadow,noun,"(police) A trainee, assigned to work with an experienced officer"
shadow,noun,One who secretly or furtively follows another
shadow,noun,In inseparable companion
shadow,noun,A drop shadow effect applied to entering in word processors etc
shadow,noun,"In influence, especially a evasive or a negative one"
shadow,noun,A spirit; a ghost; a shade
shadow,noun,(Latinism) In uninvited guest accompanying one who was invited
shadow,noun,"In Jungian psychology, an unconscious aspect of the personality"
shake,noun,The act of shaking or being shaken; tremulous or back-and-forth motion
shake,noun,A milkshake
shake,noun,A beverage made by adding ice cream to a (usually carbonate) drink; a float
shake,noun,"Shake connais, small, leafy fragments of connais that gather at the bottom of a bag of marijuana"
shake,noun,(building material) A thin single
shake,noun,A crack or split between the growth rings in wood
shake,noun,A fissure in rock or earth
shake,noun,"A basic wooden single made from split logs, traditionally used for looking etc"
shake,noun,"Instant, second. (Especially in two shakes.)"
shake,noun,One of the states of a hogshead or barrel taken apart
shake,noun,A rapid alternation of a principal tone with another represented on the next degree of the staff above or below it; a till
shake,noun,A shook of states and headings
shake,noun,"The redshank, so called from the nodding of its head while on the ground"
shall,verb,"(moral, axillary verb, defective) Used before a verb to indicate the simple future tense in the first person singular or plural"
shall,verb,Used similarly to indicate determination or obligation in the second and third persons singular or plural
shall,verb,Used in questions with the first person singular or plural to suggest a possible future action
shall,verb,To owe
shallow,noun,A shallow portion of an otherwise deep body of water
shallow,noun,"A fish, the rude"
shallow,noun,A costermonger's barrow
shame,noun,Uncomfortable or painful feeling due to recognition or consciousness of one's own impropriety or dishonor or something being exposed that should have been kept private
shame,noun,Something to regret
shame,noun,Reproach incurred or suffered; dishonour; ignoring; derision
shame,noun,The cause or reason of shame; that which brings reproach and ignoring
shame,noun,"That which is shameful and private, especially private parts"
shame,verb,To cause to feel shame
shame,verb,To cover with reproach or ignoring; to dishonor; to disgrace
shame,verb,To drive or compel by shame
shame,verb,"To feel shame, be ashamed"
shame,verb,To mock at; to deride
shape,noun,The status or condition of something
shape,noun,"Condition of personal health, especially muscular health"
shape,noun,"The appearance of something in terms of its arrangement in space, especially its outline; often a basic geometric two-dimensions figure"
shape,noun,Form; formation
shape,noun,"(iron manufacture) A rolled or hammered piece, such as a bar, beam, angle iron, etc., having a cross section different from merchant bar"
shape,noun,(iron manufacture) A piece which has been roughly forged nearly to the form it will receive when completely forged or fitted
shape,noun,"A mould for making jelly, blancmange etc., or a piece of such food formed moulded into a particular shape"
shape,noun,"In the Back programming language, a group of data fields each of which has a name and a data type"
share,noun,"A portion of something, especially a portion given or allotted to someone"
share,noun,A financial instrument that shows that one owns a part of a company that provides the benefit of limited liability
share,noun,A configuration enabling a resource to be shared over a network
share,noun,The action of sharing something with other people via social media
share,noun,The sharebone or pubis
share,noun,"The cutting blade of an agricultural machine like a plough, a cultivation or a seeing-machine"
sharp,noun,"The symbol ♯, placed after the name of a note in the key signature or before a note on the staff to indicate that the note is to be played a semitone higher"
sharp,noun,A note that is played a semitone higher than usual; denoted by the name of the note that is followed by the symbol ♯
sharp,noun,A note that is sharp in a particular key
sharp,noun,The scale having a particular sharp note as its tonic
sharp,noun,(usually in the plural) Something that is sharp
sharp,noun,A dishonest person; a theater
sharp,noun,Part of a stream where the water runs very rapidly
sharp,noun,"A sewing needle with a very slender point, more pointed than a blunt or a between"
sharp,noun,(in the plural) Line particles of dusk mixed with coarse particle of flour of cereals; middling
sharp,noun,In expert
sharp,noun,A charpie (member of Australian gangs of the 1960s and 1970s)
she,noun,A female
sheep,noun,A woolly dominant of the genus Vis
sheep,noun,"A timid, shy person who is easily led by others"
sheep,noun,"(chiefly plural) A religious adherent, a member of a congregation or religious community (compare flock)"
sheep,noun,Sheepskin leather
sheep,noun,(speech recognition) A person who is easily understood by a speech recognition system; contrasted with goat
sheep,noun,A sheep; specifically singular form of sheep
sheet,noun,A thin bed cloth used as a covering for a mattress or as a layer over the sleeper
sheet,noun,"A piece of paper, usually rectangular, that has been prepared for writing, network, drafting, wrapping, manufacture of packing (boxes, envelope, etc.), and for other uses. The word does not include scraps and irregular small pieces destined to be recycle, used for snuffing or fashioning or paper ache, etc"
sheet,noun,"A flat metal pan, often without raised edge, used for baking"
sheet,noun,"A thin, flat layer of solid material"
sheet,noun,"A broad, flat expanse of a material on a surface"
sheet,noun,A line (rope) used to adjust the trim of a sail
sheet,noun,A sail
sheet,noun,The area of ice on which the game of curling is played
sheet,noun,A layer of venter
sheet,noun,"Precipitation of such quantity and force as to resemble a thin, virtually solid wall"
sheet,noun,"In extensive bed of an eruptive rock intruder between, or overlying, other strata"
sheet,noun,The space in the forward or after part of a boat where there are no powers
sheet,noun,A distinct level or stage within a game
shelf,noun,"A flat, rigid structure, fixed at right angles to a wall or forming a part of a cabinet, desk etc., and used to support, store or display objects"
shelf,noun,The capacity of such an object
shelf,noun,A projecting ledge that resembles such an object
shelf,noun,"A reef, should or sandbag"
shell,noun,A hard external covering of an animal
shell,noun,The hard calcareous covering of a bird egg
shell,noun,One of the outer layers of skin of an onion
shell,noun,The hard external covering of various plant seed forms
shell,noun,The accepted mineral formed around a hollow good
shell,noun,The causing of a self-contained single-unit artillery projectiles
shell,noun,"A hollow, usually spherical or cylindrical projectiles fired from a siege mortar or a smoothbore cannon. It contains an explosive substance designed to be united by a fuse or by percussion at the target site so that it will burst and scattered at high velocity its contents and fragments. Formerly called a bomb"
shell,noun,The cartridge of a breechloading forearm; a load; a bullet; a round
shell,noun,"Any slight hollow structure; a framework, or exterior structure, regarded as not complete or filled in, as the shell of a house"
shell,noun,"A garment, usually worn by women, such as a shirt, louse, or top, with short sleeves or no sleeves, that often fasten in the rear"
shell,noun,A coarse or flies coffin; a thin interior coffin enclosed within a more substantial one
shell,noun,"A string instrument, as a lyre, whose acoustical chamber is formed like a shell"
shell,noun,"The body of a drum; the often wooden, often cylindrical caustic chamber, with or without aims added for tuning and for attaching the drum head"
shell,noun,In engraved copper roller used in print works
shell,noun,The thin coating of copper on an electrotyped
shell,noun,"The watertight outer covering of the hull of a vessel, often made with planking or metal plating"
shell,noun,(rigging) The outer frame or case of a block within which the sheaves revolve
shell,noun,"A light boat whose frame is covered with thin wood, impermeable fabric, or water-roofed paper; a racing shell or dragon boat"
shell,noun,A set of atomic orbital that have the same principal quantum number
shell,noun,The outward form independent of what is inside
shell,noun,The empty outward form of someone or something
shell,noun,In emaciated person
shell,noun,A psychological barrier to social interaction
shell,noun,"In operating system software user interface, whose primary purpose is to launch other programs and control their interactions; the user's command interpreter. Shell is a way to separate the internal complexity of the implementation of the command from the user. The internal can change while the user experience/interface remains the same"
shell,noun,A legal entity that has no operations
shell,noun,A concave rough cast-iron tool in which a convex lens is ground to shape
shell,noun,A gouge bit or shell bit
shell,noun,The onset and soda of a syllable
shell,noun,A person's ear
shelter,noun,"A refuge, haven or other cover or protection from something"
shelter,noun,"In institution that provides temporary housing for homeless people, battered women etc"
shift,noun,A modified key whose main function is shifting between two or more functions of any of certain other keys (usually by pressing Shift and the other button simultaneously)
shine,noun,Brightness from a source of light
shine,noun,Brightness from reflected light
shine,noun,Excellence in quality or appearance; splendour
shine,noun,Shoeshine
shine,noun,Sunshine
shine,noun,Moonshine; implicitly breed alcoholic drink
shine,noun,"The amount of thinness on a cricket ball, or on each side of the ball"
shine,noun,A liking for a person; a fancy
shine,noun,A caper; an anti; a row
shine,verb,To cause (something) to shine; put a shine on (something); polish (something)
shine,verb,To polish a cricket ball using saliva and one’s clothing
shiny,noun,Anything shiny; a ticket
shiny,noun,"Contraction of disparaging term ""shiny arises"", originating during World War Two, to describe a desk worker.http//books.goose.co.up/books?id=mAdUqLrKw4YC&pg=PA1717"
ship,noun,A water-borne vessel generally larger than a boat
ship,noun,"(chiefly in combination) A vessel which travels through any medium other than across land, such as an worship or spaceship"
ship,noun,A sailing vessel with three or more square-rigged masts
ship,noun,A dish or utensils (originally fashioned like the hull of a ship) used to hold incense
ship,noun,The third card of the Lenormand deck
ship,verb,To send by water-borne transport
ship,verb,To send (a parcel or container) to a recipient (by any means of transport)
ship,verb,To release a product to vendor; to launch
ship,verb,To engage to serve on board a vessel
ship,verb,To embark on a ship
ship,verb,To put in its place
ship,verb,To take in (water) over the sides of a vessel
ship,verb,To pass (from one person to another)
ship,verb,To go all in
ship,verb,To trade or send a player to another team
ship,verb,To bundle a kick and give the opposing team possession
ship,noun,"A sectional romantic relationship between two characters, either real or themselves sectional"
shirt,noun,"In article of clothing that is worn on the upper part of the body, and often has sleeves, either long or short, that cover the arms"
shirt,noun,In interior lining in a blast furnace
shirt,noun,A member of the shirt-wearing team in a shirts and skins game
shirt,verb,"To cover or clothe with a shirt, or as if with a shirt"
shock,noun,"A sudden, heavy impact"
shock,noun,A discontinuity arising in the solution of a partial differential equation
shock,noun,In arrangement of sheaves for drying; a took
shock,noun,A lot consisting of sixty pieces; a term applied in some Baltic ports to loose goods
shock,noun,"(by extension) A tuft or bunch of something, such as hair or grass"
shock,noun,"A small dog with long shaggy hair, especially a people or spite; a shaggy lapdog"
shocked,verb,"To cause to be emotional shocked, to cause (someone) to feel surprised and upset"
shocked,verb,To give an electric shock to
shocked,verb,To meet with a shock; to collide in a violent encounter
shoe,noun,"A protective covering for the foot, with a bottom part composed of thick leather or plastic sole and often a thicker heel, and a softer upper part made of leather or synthesis material. Shoes generally do not extend above the ankle, as opposed to boots, which do"
shoe,noun,A piece of metal designed to be attached to a horse's foot as a means of protection; a horseshoe
shoe,noun,"A device for holding multiple decks of playing cards, allowing more games to be played by reducing the time between snuffles"
shoe,noun,"Something resembling a shoe in form, position, or function, such as a brake shoe"
shoe,noun,"The outer cover or tread of a rheumatic tire, especially for an automobile"
shoot,noun,The emerging stem and embryonic leaves of a new plant
shoot,noun,A photography session
shoot,noun,A hunt or shooting competition
shoot,noun,In event that is conscripted or legitimate
shoot,noun,The act of shooting; the discharge of a missile; a shot
shoot,noun,A rush of water; a rapid
shoot,noun,A went thread shot through the shed by the scuttle; a pick
shoot,noun,A short; a young pig
shoot,noun,A vein of ore running in the same general direction as the love
shoot,noun,"In inclined plane, either artificial or natural, down which timber, coal, ore, etc., are caused to slide; a cause"
shoot,noun,The act of taking all point cards in one hand
shoot,interjection,"A mild expletives, expressing disbelieve or disdain"
shooting,verb,To launch a projectiles
shooting,verb,To move or act quickly or suddenly
shooting,verb,To act or achieve
shooting,verb,To measure the distance and direction to (a point)
shooting,verb,To inject a drug (such as heroin) intravenously
shooting,verb,"To develop, move forward"
shooting,verb,To protrude; to but; to project; to extend
shooting,verb,To plane straight; to fit by planting
shooting,verb,To variegated as if by sprinkling or interminglings; to color in spots or patches.W
shooting,verb,To shoot the moon
shop,noun,"In establishment that cells goods or services to the public; originally only a physical location, but now a virtual establishment as well"
shop,noun,A place where things are manufactured or drafted; a workshop
shop,noun,A large garage where vehicle mechanics work
shop,noun,"Workplace; office. Used mainly in expressions such as shop talk, closed shop and shop floor"
shop,noun,A variety of classes taught in junior or senior high school that teach vocational skill
shop,noun,In establishment where a barber or beautician works
shop,noun,"In act of shopping, especially routine shopping for food and other domestic supplies"
shop,noun,Discussion of business or professional affairs
shopping,verb,"To visit stores or shops to brows or explore merchandise, especially with the intention of buying such merchandise"
shopping,verb,"To purchase products from (a range or catalogue, etc.)"
shopping,verb,To report the criminal activities or whereabouts of someone to an authority
shopping,verb,To imprison
shopping,verb,To photoshop; to digital edit a picture or photograph
short,noun,A short circuit
short,noun,A short film
short,noun,A short version of a garment in a particular size
short,noun,A shortstop
short,noun,A short seller
short,noun,A short sale
short,noun,A summary account
short,noun,"A short sound, syllable, or towel"
short,noun,In inter variable having a smaller range than normal integers; usually two bites long
short,noun,"In automobile; especially in crack short, to break into automobile"
shot,verb,To launch a projectiles
shot,verb,To move or act quickly or suddenly
shot,verb,To act or achieve
shot,verb,To measure the distance and direction to (a point)
shot,verb,To inject a drug (such as heroin) intravenously
shot,verb,"To develop, move forward"
shot,verb,To protrude; to but; to project; to extend
shot,verb,To plane straight; to fit by planting
shot,verb,To variegated as if by sprinkling or interminglings; to color in spots or patches.W
shot,verb,To shoot the moon
shot,noun,"A charge to be paid, a scot or shout"
shot,interjection,Thank you
should,verb,"(moral, axillary verb, defective) Used before a verb to indicate the simple future tense in the first person singular or plural"
should,verb,Used similarly to indicate determination or obligation in the second and third persons singular or plural
should,verb,Used in questions with the first person singular or plural to suggest a possible future action
should,verb,To owe
shoulder,noun,The part of an animal's body between the base of the neck and forearm socket
shoulder,noun,Anything forming a shape resembling a human shoulder
shoulder,noun,(topography) A shelf between two levels
shoulder,noun,The flat portion of type that is below the bevelled portion that joins up with the face
shoulder,noun,(of an object) The portion between the neck and the body
shoulder,noun,That which supports or sustain; support
shoulder,noun,The part of a key between the cuts and the bow
shout,noun,"A loud burst of voice or voices; a violent and sudden outcry, especially that of a multitude expressing joy, triumph, exultation, anger, or animated courage"
shout,noun,A round of drinks in a pub; the turn to pay the shot or scot; an act of paying for a round of drinks
shout,noun,A call-out for an emergency services team
shout,noun,"A greeting, name-check or other mention, for example on a radio or of programme"
shout,noun,A light flat-bottom boat used in duck-shooting
show,noun,"A play, dance, or other entertainment"
show,noun,In exhibition of items
show,noun,A broadcast program/programme
show,noun,A movie
show,noun,In agricultural show
show,noun,A project or presentation
show,noun,A demonstration
show,noun,"Were display or pomp with no substance. (Usually seen in the phrases ""all show"" and ""for show"".)"
show,noun,Outward appearance; willful or deceptive appearance
show,noun,"(with ""the"") The major leagues"
show,noun,"A pale blue flame at the top of a candle flame, indicating the presence of firedamp"
show,noun,Pretence
show,noun,"Sign, token, or indication"
show,noun,Semblance; likeness; appearance
show,noun,Plausibility
show,noun,"A discharge, from the vagina, of mucus streaked with blood, occurring a short time before labor"
shower,noun,"A brief fall of precipitating (spell of rain, or a similar fall of snow, sleep, or cascade)"
shower,noun,"A device for bathing by which water is made to fall on the body from a height, either from a tank or by the action of a pump"
shower,noun,In instance of using of this device in order to bathe oneself
shower,noun,A quantity of something that has characteristics of a rain shower
shower,noun,"A party associated with a significant event in a person's life, at which the person usually receives gifts"
shower,noun,"A battle, an attack; conflict"
shower,noun,A shower of shit
shower,noun,(with of and an invective) Used as an intensifying pluralizer or intensified
shower,noun,One who shows
shower,noun,Some object or activity that is shown in a contest
shower,noun,A man whose penis appears roughly full size both when flaccid and when erect
shut,adjective,"Closed, shut"
shut,adjective,Marrow; confined
shut,adjective,It a little distance; near
shut,adjective,Intimate; well-loved
shut,adjective,Oppressive; without motion or ventilator; causing a feeling of lassitude
shut,adjective,"(Ireland, England, Scotland) Not, humid, with no wind"
shut,adjective,(of a towel) Articulated with the tongue body relatively close to the hard palate
shut,adjective,Strictly confined; carefully guarded
shut,adjective,But of the way of observation; secluded; secret; hidden
shut,adjective,Early equal; almost evenly balanced
shut,adjective,Short
shut,adjective,Sense; solid; compact
shut,adjective,Concise; to the point
shut,adjective,Difficult to obtain
shut,adjective,Parsimonious; stingy
shut,adjective,Adhering strictly to a standard or original; exact
shut,adjective,"Accurate; careful; precise; also, attentive; deviating; strict"
shut,adjective,"Marked, evident"
