word,pos,dfns
ambition,noun,"Eager or inordinate desire for some object that confers distinction, as preferments, honor, superiority, political power, or literary fame; desire to distinguish one's self from other people"
ambition,noun,In object of an ardent desire
ambition,noun,"A desire, as in (sense 1), for another person to achieve these things"
ambition,noun,"A personal quality similar to motivation, not necessarily tied to a single goal"
ambition,noun,"The act of going about to solicit or obtain an office, or any other object of desire; canvassing"
ambitious,adjective,"(of a person or their character) Having or showing ambition; wanting a lot of power, honor, respect, superiority, or other distinction"
ambitious,adjective,"(followed by ""of"" or the infinite) Very desirous"
ambitious,adjective,"Resulting from, characterized by, or indicating, ambition"
ambitious,adjective,Hard to achieve
among,preposition,Denotes a mingling or intermixing with distinct or separable objects. (See Usage Note at amidst.)
among,preposition,Denotes a belonging of a person or a thing to a group
among,preposition,Denotes a sharing of a common feature in a group
amount,noun,"The total, aggregate or sum of material (not applicable to discrete numbers or units or items in standard English)"
amount,noun,A quantity or volume
amount,noun,(sometimes prescribed) The number (the sum) of elements in a set
analyse,verb,To subject to analysis
analyse,verb,To resolve (anything complex) into its elements
analyse,verb,"To separate into the constituent parts, for the purpose of an examination of each separately"
analyse,verb,"To examine in such a manner as to ascertain the elements or nature of the thing examined; as, to analyze a fossil substance, to analyze a sentence or a word, or to analyze an action to ascertain its morality"
analysis,noun,"Decomposition into components in order to study (a complex thing, concept, theory etc.)"
analysis,noun,The result of such a process
analysis,noun,"The mathematical study of functions, sequence, series, limits, derivatives and integral"
analysis,noun,Roof by deduction from known truths
analysis,noun,"The process of breaking down a substance into its constituent parts, or the result of this process"
analysis,noun,"The analytical study of memories, harmonies, sequence, repetition, variations, quotations, juxtapositions, and surprise"
analysis,noun,Psychoanalysis
ancient,noun,A person who is very old
ancient,noun,A person who lived in ancient times
ancient,noun,One of the senior members of the Enns of Court or of Chancery
ancient,noun,A senior; an elder; a predecessor
ancient,noun,"A flag, banner, standard or ensign"
ancient,noun,The bearer of a flag; ensign
and,noun,"In rhythm, the second half of a divided beat"
and,noun,Breath
and,noun,Tea smoke; steam fog
and,verb,To breathe; whisper; devise; imagine
anger,noun,"A strong feeling of displeasure, hostility or antagonism towards someone or something, usually combined with an urge to harm"
anger,noun,Pain or stinging
angle,noun,A figure formed by two rays which start from a common point (a plane angle) or by three planes that intersect (a solid angle)
angle,noun,"The measure of such a figure. In the case of a plane angle, this is the ratio (or proportional to the ratio) of the arc length to the radius of a section of a circle cut by the two rays, centered at their common point. In the case of a solid angle, this is the ratio of the surface area to the square of the radius of the section of a sphere"
angle,noun,A corner where two walls intersect
angle,noun,A change in direction
angle,noun,A viewpoint; a way of looking at something
angle,noun,The focus of a news story
angle,noun,Any of various hesperiid butterflies
angle,noun,"A storyline between two restless, providing the background for and approach to a fed"
angle,noun,"In ulterior motive; a scheme or means of befitting from a situation, usually hidden, often immoral"
angle,noun,A projecting or sharp corner; an angular fragment
angle,noun,"Any of the four cardinal points of an astrological chart: the Descendant, the Midheaven, the Descendant and the Sum Coli"
angle,noun,"A fishhook; tackle for catching fish, consisting of a line, hook, and bait, with or without a rod"
angry,adjective,Displaying or feeling anger
angry,adjective,(said about a wound or a rash) Inflamed and painful
angry,adjective,"(said about the elements, like the sky or the sea) Dark and stormy, menacing"
animal,noun,"In scientific usage, a multicellular organism that is usually mobile, whose cells are not encased in a rigid cell wall (distinguishing it from plants and hung) and which derives energy solely from the consumption of other organisms (distinguishing it from plants)"
animal,noun,"In non-scientific usage, any member of the kingdom Animalia other than a human"
animal,noun,"In non-scientific usage, any land-living vertebrae (i.e. not fishes, insects, etc.)"
animal,noun,"A person who behaves wildly; a bestial, brutal, british, cruel, or inhuman person"
animal,noun,A person of a particular type
animal,noun,"Matter, thing"
animal,adjective,Of or relating to animals
animal,adjective,"Saw, base, unhindered by social codes"
animal,adjective,Pertaining to the spirit or soul; relating to sensation or innervation
animal,adjective,Excellent
ankle,noun,"The skeleton joint which connect the foot with the leg; the uppermost portion of the foot and lowermost portion of the leg, which contain this skeleton joint"
