word,pos,dfns
finance,noun,"the management of money, or the money belonging to a person, group, or organization"
finance,noun,"money borrowed from an investor, bank, organization, etc. in order to pay for something"
finance,noun,"the activity or business of managing money, especially for a company or government"
finance,noun,the study of the way money is used and managed in the economy
finance,noun,"money that is available for a person, company, government, etc. to use, and the way that it is used"
finance,verb,to provide or lend the money needed to pay for something 
financial,adjective,relating to money or how money is managed
financial,adjective,relating to money or the way money is managed
financial,adjective,"with the purpose or aim of making a profit, rather than for any other reason"
find,verb,"to discover, especially where a thing or person is, either unexpectedly or by searching, or to discover where to get or how to achieve something"
find,verb,to realize that something exists or has happened
find,verb,to exist or be present somewhere
find,verb,to get somewhere you are trying to reach
find,verb,to criticize someone or something
find,verb,"to realize that you are in a particular situation or place, or doing a particular thing, when you did not intend to"
find,verb,"Of you go somewhere or do something to find yourself, you go there or do it to discover your true character"
find,verb,to think or feel a particular way about someone or something
find,verb,to make a judgment in a law court
find,noun,a good or valuable thing or a special person that has been discovered but was not known about before
find,verb,"to see where a thing or person is, either unexpectedly or by searching; discover"
find,verb,Someone who finds information begins to understand something
find,verb,"Of you find a quality within yourself, you suddenly develop it or learn that you have it"
find,verb,"To find someone means to meet someone you can have a close, loving relationship with"
find,verb,to make a judgment in a law court
find,noun,a good or valuable thing or a special person that has been discovered
find,verb,to be successful in getting something
find,verb,to discover where something is
find,verb,to discover information or a fact
find,verb,to decide on a particular judgment in a court of law
find,verb,"if you find the time for something, you have enough time for it"
find,verb,to decide in a court of law that someone is wrong
find,verb,to decide in a court of law that someone is right
finding,noun,"a piece of information that is discovered during an official examination of a problem, situation, or object"
finding,noun,a judgment made at the end of an official legal inquiry
finding,noun,information that has been discovered esp. by detailed study
finding,noun,information or a fact that is discovered by studying something
finding,noun,a decision in a court of law
fine,adjective,good or good enough; healthy and well
fine,adjective,excellent or much better than average
fine,adjective,very thin or in very small pieces or drops
fine,adjective,"very exact and delicate, or needing to be done, treated, or considered very carefully"
fine,adjective,sunny and dry
fine,adjective,bad or not convenient
fine,noun,an amount of money that has to be paid as a punishment for not obeying a rule or law
fine,verb,to charge someone an amount of money as a punishment for not obeying a rule or law
fine,adverb,in a satisfactory way
fine,adjective,very good or very well; satisfactory or satisfactorily
fine,adjective,of excellent quality or much better than average
fine,adjective,Line is sometimes used with an opposite meaning to show that you are annoyed
fine,adjective,very thin or in very small grains or drops
fine,noun,an amount of money that has to be paid as a punishment for not obeying a rule or law
fine,noun,an amount of money that someone has to pay as a punishment for not obeying a law or rule
fine,verb,to make someone pay an amount of money as a punishment for not obeying a law or rule
fine,adjective,of very high quality
finger,noun,"any of the long, thin, separate parts of the hand, especially those that are not thumbs"
finger,noun,a part of a glove that covers a finger
finger,verb,to touch or feel something with your fingers
finger,verb,"Of you finger someone, you tell the police that they are guilty of a crime"
finger,verb,to use your fingers to play particular notes of a piece of music
finger,noun,"any of the long, thin parts of the hand that bend and hold things, esp. one other than the thumb"
finger,noun,A finger is also a part of a glove that covers a finger
finger,verb,to touch or feel something with the fingers
finger,verb,"slang Of you finger someone, you tell the police that the person is guilty of a crime"
finger,noun,"to steal money, or to be discovered to be stealing money, from the place where you work"
finish,verb,to complete something or come to the end of an activity
finish,verb,to end
finish,verb,"to eat, drink, or use something completely so that none remains"
finish,verb,"Of you finish something made of wood, you give it a last covering of paint, polish, or varnish so that it is ready to be used"
finish,noun,"the end of a race, or the last part of something"
finish,noun,the condition of the surface of a material such as wood
finish,noun,"the last covering of varnish, polish, or paint, that is put onto something"
finish,verb,to come to an end
finish,verb,To finish can also mean to complete something
finish,verb,To finish can also mean to use completely
finish,noun,"the end of a race, or the last part of something"
finish,noun,"A finish is the appearance of the surface of something or the last covering, as of paint, put onto it"
finish,verb,to end at a particular level or price at the end of a period of trading on a financial market
finish,verb,to be in a particular position at the end of a period of time
finish,noun,the end of a period of trading on a financial market
finish,noun,the fact of being in a particular position at the end of a period of time
finish,noun,the way that something looks when it is complete
finish,noun,"the last covering of paint, etc. that is put onto a surface"
fire,noun,"(material that is in) the state of burning that produces flames that send out heat and light, and might produce smoke"
fire,noun,a small controlled fire that is used for heating or cooking
fire,noun,a gas or electric theater that is used to warm up a room
fire,noun,the shooting of guns or other weapons
fire,noun,"to start shooting, or start shooting someone or something"
fire,noun,strong emotion
fire,verb,"to cause a weapon to shoot bullets, arrows, or missiles"
fire,verb,to direct a series of questions or criticisms at someone
fire,verb,"to remove someone from their job, either because they have done something wrong or badly, or as a way of saving the cost of employing them"
fire,verb,to cause a strong emotion in someone
fire,verb,to heat objects made of clay in a kill so that they become hard
fire,noun,"the state of burning, or a burning mass of material"
fire,noun,A fire is also a small controlled mass of burning material that is used for heating or cooking
fire,noun,"Of something is on fire, it is burning, esp. when it is not meant to be"
fire,noun,the act of shooting bullets or other explosives from a weapon
fire,noun,strong emotion
fire,verb,to shoot bullets or other explosives from a weapon
fire,verb,to order someone to give up his or her job
fire,verb,to cause a strong emotion in someone
fire,verb,"to make someone leave their job, especially because they have done something wrong"
firm,adjective,not soft but not completely hard
firm,adjective,well fixed in place or position
firm,adjective,fixed at the same level or opinion and not changing
firm,adjective,strong and tight
firm,adjective,"certain or of a good standard, and not likely to change"
firm,adjective,forceful and making people do what you want
firm,noun,"a company offering a professional service, for example a company of lawyers"
firm,noun,"a company or business, especially a small one"
firm,noun,a way of referring to the of Royal Family as an organization
firm,noun,a group of violent supporters of a football team who organize or try to start fights with supporters of other tears
firm,verb,to make soil harder by pressing on it
firm,verb,"to stop changing or to remain at the same level, amount, etc."
firm,adjective,"set in place and unable or unlikely to move, come loose, or fall over"
firm,adjective,not soft when pressed; solid or strong
firm,adjective,"certain or fixed in a belief, opinion, etc., and unlikely to change, or so certain as to be beyond doubt or question"
firm,adjective,Firm can also mean showing control and making sure you will be obeyed
firm,noun,a company or business
firm,noun,a company or business
firm,adjective,agreed or decided and not likely to change
firm,adjective,used to describe a price or level that is high and is likely to rise or stay high
firm,adjective,to remain at a high level
firm,verb,"to remain at the same level, amount, etc. or to rise slightly"
first,ordinal number,"(a person or thing) coming before all others in order, time, amount, quality, or importance"
first,ordinal number,in or at the beginning (of a series of events)
first,ordinal number,as the first attempt or effort
first,ordinal number,to a very great degree or of an extremely good kind
first,ordinal number,at the earliest time in the day
first,ordinal number,"in a group of musicians or singers, relating to the highest or higher instrument, voice, or part"
first,adverb,"before all others in order, time, amount, quality, or importance"
first,adverb,for the first time
first,adverb,used at the beginning of a list of things you want to say or write
first,noun,"the first person or thing to do or be something, or the first person or thing mentioned"
first,noun,to be willing to admit something
first,noun,from the beginning
first,noun,"In a group of musicians or singers, a first is a person who plays or sings the highest or a higher part"
first,noun,something that has never happened or been done before
first,noun,the best possible undergraduate university degree you can get in the of and some other countries
first,noun,(in a vehicle) the gear used when starting to drive forward or when driving up a steep hill
first,noun,another word for  first base 
first,adjective,"(a person or thing) coming before all others in order, time, amount, quality, or importance"
first,adjective,First also means first base
firstly,adverb,used to refer to the first thing in a list
fish,noun,"an animal that lives in water, is covered with scales, and breathes by taking water in through its mouth, or the flesh of these animals eaten as food"
fish,noun,a strange person
fish,verb,"to try to find something, using your fingers to look for it"
fish,verb,"to try to get something, without asking directly"
fish,verb,"in sports such as cricket and baseball, to try to hit a ball that is a long way from the target"
fish,verb,"to catch fish from a river, sea, lake, etc., or to try to do this"
fish,verb,"Of an area of water has been fished out, all or most of the fish in it have been caught"
fish,noun,"an animal without legs that lives in water, has a soft outer body, uses its tail and find to help it swim, and takes in oxygen from the water"
fish,verb,to to try to get something
fish,verb,to try to catch fish
fishing,noun,the sport or job of catching fish
fishing,noun,the sport or job of catching fish
fit,verb,to be the right size or shape for someone or something
fit,verb,to fit very well
fit,verb,to be suitable for something
fit,verb,to provide something and put it in the correct position
fit,verb,to have a fit
fit,adjective,"healthy and strong, especially as a result of exercise"
fit,adjective,suitable for a particular purpose or activity
fit,adjective,"to not be able to do something because you are upset, ill, drunk, etc."
fit,adjective,safe for people to eat
fit,adjective,Something that is fit for purpose does what it is meant to do
fit,adjective,to consider an action or decision to be correct for the situation
fit,adjective,sexually attractive
fit,noun,a sudden attack of illness when someone cannot control their movements and becomes unconscious
fit,noun,"a sudden, uncontrolled period of doing something or feeling something"
fit,noun,the way that something fits
fit,verb,to be the right size or shape for someone or something
fit,verb,to be suitable for someone or something
fit,adjective,"in good health, esp. as a result of exercise; strong"
fit,adjective,suitable for someone or something
fit,noun,"a sudden, brief period when something happens that is beyond your control"
fit,noun,an experience of a strong emotion or reaction
fit,noun,A fit can be a feeling or expression of great anger
fit,noun,the right size or shape for someone or something
fit,verb,to be the right size or shape for someone or something
fit,verb,to add a piece of equipment to something else
fit,verb,to be suitable for someone or something
fit,verb,"if two or more things fit, or if one thing fits with another, they suit each other well"
fit,verb,to make someone or something suitable for something
fit,verb,to be suitable for a particular purpose
fit,noun,the way in which two or more things suit each other or work together
fit,noun,the way that something such as a piece of clothing fits
fit,adjective,suitable for a particular purpose or activity
fit,adjective,of a good enough quality to be eaten by people
fit,adjective,"if something is fit for purpose, it does what it is intended to do"
fitness,noun,the condition of being physically strong and healthy
fitness,noun,how suitable someone or something is
fitness,noun,the quality of being suitable for someone or something
fitness,noun,the condition of being physically strong and healthy
fitness,noun,"activities relating to keeping healthy and strong, especially through exercise"
fitness,noun,the quality of being suitable for a particular job or of being good enough for something
five,number,the number 5
five,noun,"a team of five players, such as in basketball"
five,noun,an English sport in which two or four players hit a small hard ball with a glove against the three walls of the playing area
five,number,5
five,number,Give can also mean five o’clock
fix,verb,to repair something
fix,verb,"to arrange or agree a time, place, price, etc."
fix,verb,to fasten something in position so that it cannot move
fix,verb,to keep something or someone in sight
fix,verb,to continue to think about or remember something
fix,verb,"to do something dishonest to make certain that a competition, race, or election is won by a particular person"
fix,verb,"to make your hair, make-up, clothes, etc. look tidy"
fix,verb,to cook or prepare food or drink
fix,verb,to be planning to do something
fix,verb,to punish especially someone who has been unfair
fix,verb,"to treat something, especially photographic material, with chemicals to prevent its colours becoming pale"
fix,verb,"Of a plant or bacterium fixes a gas, especially nitrogen, it changes it into another form that can be used by the plant"
fix,verb,to remove the reproductive organs of an animal so that it is unable to produce young animals
fix,verb,to inject an illegal drug
fix,noun,"a situation in which someone does something dishonest to make certain that a competition, race, or election is won by a particular person"
fix,noun,an awkward or difficult situation
fix,noun,a solution to a problem
fix,noun,"an amount of an illegal drug, or of another substance that has an effect on someone"
fix,noun,"(the calculation of) the position of a vehicle, usually in relation to the earth"
fix,noun,"to discover the exact size, amount, position, etc. of something"
fix,verb,to repair or adjust something
fix,verb,to arrange or put in place
fix,verb,To fix something such as a race or game or an election is to illegally arrange who will win
fix,verb,to choose a time or place to do something
fix,verb,to attach in order to keep in one place
fix,verb,to hurt or punish someone
fix,verb,to cook or prepare food or drink
fix,verb,to remove an organ an animal needs to reproduce
fix,noun,a situation causing trouble or problems
fix,noun,an amount of a something that someone needs
fix,verb,to repair something or solve a problem
fix,verb,to arrange a time and place for an event such as a meeting
fix,verb,"to agree on a price, level, etc. for something and keep it at that price or level"
fix,verb,to agree with other companies that you will all charge the same price for your products and not compete with each other
fix,noun,"a way of solving a problem, especially an easy or quick one"
fix,noun,a small computer program that can repair a problem with software
fix,noun,a situation that has been dishonesty arranged by someone in order to get an advantage for themselves
fix,noun,"a price, for example, on gold or silver, that is set according to supply and demand"
fix,noun,to understand what a situation is like
fixed,adjective,arranged or decided already and not able to be changed
fixed,adjective,A fixed idea is one that someone is not willing to change
fixed,adjective,not moving or able to be moved from its position
fixed,adjective,(of a look or someone's eyes) not moving from a particular point
fixed,adjective,"(of a game, result, etc.) dishonesty arranged so that someone gets the result that they want"
fixed,adjective,repaired or solved
fixed,adjective,"(of an animal) having had part of its sexual organs removed, so that it cannot produce young animals"
fixed,adjective,not changing
fixed,adjective,arranged or decided already and not able to be changed
flag,noun,"a piece of cloth, usually rectangular and attached to a pole at one edge, that has a pattern that shows it represents a country or a group, or has a particular meaning"
flag,noun,"in American football, a yellow piece of cloth thrown on to the playing area by one of the officials when a player has broken the rules"
flag,noun,"a sign of something, especially that something worrying or bad could be happening"
flag,noun,a  gladstone
flag,noun,a flower that is a type of large iris
flag,verb,to put a mark on something so it can be found easily among other similar things
flag,verb,to mark computer information with one of two possible values so that you can deal with it later
flag,verb,to warn or tell people about something that is important or is a problem
flag,verb,"to become tired, weaker, or less effective"
flag,verb,"Of a sports official flags, or flags a player, they lift a flag to signal that a player has broken one of the rules"
flag,noun,"a piece of cloth with a special color and pattern, used as a symbol esp. to represent a particular country or group"
flag,verb,to mark something so it can be found easily among other similar things
flag,verb,to become tired or less strong
flag,verb,to put a mark on something or against something so it can be found easily among other similar things
flag,verb,to mark computer information with one of two possible values so that you can process it later
flag,verb,"to become tired, weaker, or less effective"
flag,noun,"a piece of cloth, usually rectangular and fixed to a pole at one edge, that has a pattern that shows it represents a country or a group, or has a particular meaning"
flag,noun,a mark that you put on or against something to show that it is important
flag,noun,"to show support for the country, group, or organization that you belong to"
flame,noun,"a stream of hot, burning gas from something on fire"
flame,noun,a powerful feeling
flame,noun,an angry or offensive email
flame,verb,to burn (more) brightly
flame,verb,"Of an emotion flames, you feel it suddenly and strongly"
flame,verb,to suddenly become hot and red with emotion
flame,verb,to send an angry or insulting email
flame,noun,the hot light of a fire
flame,verb,to burn brightly or more brightly
flame,verb,to show anger by turning red
flame,verb,"Of you flame someone you disagree with, you send insulting electronic messages about that person over the Internet"
flame,noun,"an angry or offensive message that is sent by email or left on a message board, etc"
flame,verb,"to send an angry or offensive message to someone using email, or by leaving it on a message board, etc."
flash,verb,"to shine brightly and suddenly, or to make something shine in this way"
flash,verb,"Of someone's eyes flash, they look bright because of the anger or excitement the person is feeling"
flash,verb,to move very fast
flash,verb,to show something for a short time
flash,verb,"Of a man flashes, he shows his sexual organs in public"
flash,verb,"to communicate something quickly, especially using radio or light waves"
flash,verb,"Of something flashes through or across your mind, you suddenly or quickly think of it"
flash,noun,a sudden bright light that quickly disappears
flash,noun,"a sudden, powerful emotional or mental experience"
flash,noun,the device or system used to produce a bright light for a short time when taking a photograph
flash,noun,"a small object or piece of material worn on a military uniform as a sign of rank, or (on clothing) a strip or mark of colour different from the main colour"
flash,noun,a quick look at something
flash,adjective,looking expensive in a way that attracts attention
flash,verb,"to shine suddenly and usually brightly, but only for a short time"
flash,verb,to move or happen quickly
flash,verb,to show something quickly or for a short time
flash,noun,a sudden bright light that quickly disappears
flash,noun,a device used to produce a bright light for a brief time when taking a photograph
flash,noun,a quick movement or short appearance of something
flash,noun,"a strip or mark of colour that is different from the main colour on a book, advertisement, etc."
Flash,noun,a brand name for a computer program that is used to create moving images for webster and advertisements on the internet
flat,adjective,"level and smooth, with no curved, high, or hollow parts"
flat,adjective,level but having little or no height
flat,adjective,"Flat bread is made without least, and therefore does not rise"
flat,adjective,a hat that is not rounded on top and has little height
flat,adjective,"not interesting, or without emotion or excitement"
flat,adjective,with no electrical power left in it
flat,adjective,"Of a drink is flat, it has stopped being dizzy"
flat,adjective,"complete or certain, and not likely to change"
flat,adjective,"Of something such as a tyre or ball is flat, it does not contain enough air"
flat,adjective,(especially of an amount of money) fixed and not likely to change
flat,adjective,"Of profits, sales, etc. are flat, they are not growing or increasing"
flat,noun,a set of rooms for living in that are part of a larger building and are usually all on one floor
flat,noun,"an area of low, level ground, often near water"
flat,noun,the palm and fingers when they are held straight and level
flat,noun,"to be on a level surface, not on a slope or hill"
flat,noun,a tyre that does not have any or enough air in it 
flat,noun,women's shoes without high heels
flat,noun,(a symbol for) a note that is a semitone lower than a stated note
flat,adjective,(in music) lower than a particular note or the correct note
flat,adverb,"in a level position, often against another surface"
flat,adverb,into a flat shape without height
flat,adverb,completely or to the greatest degree possible
flat,adverb,"exactly three minutes, half an hour, etc."
flat,adverb,as fast or as hard as possible
flat,adjective,level and smooth; having little or no height and not raised or round
flat,adjective,A drink that is flat has stopped bubbling
flat,adjective,"Of a tire is flat, the air has gone out of it so that it does not give the support it should"
flat,adjective,complete and certain
flat,adjective,(esp. of an amount of money) not changing or varying
flat,adjective,lower in pitch than a particular or the correct note
flat,noun,an apartment
flat,noun,"something flat, esp. a tire that has lost its air, so that it does not give the support that it should"
flat,noun,"The flat of the hand is the inside, level part of the hand with the fingers straight"
flat,noun,a mark in written music showing that a note should be played a half step lower
flat,adverb,"in a level position, often against another surface"
flat,adverb,"completely, or to the greatest degree possible"
flat,adverb,exactly
flat,adjective,"if profits, sales, etc. are flat, they are not growing or increasing"
flat,adjective,"if the stock market is flat, the prices of shares are not rising or falling"
flat,adjective,fixed and without any additional costs
flat,adjective,used to describe the structure of an organization in which there are not many different levels of employees between the top and the bottom
flat,noun,a set of rooms for living in which are part of a larger building and which are usually all on one floor
flat,adverb,to be unsuccessful
flat,adverb,as hard or as fast as possible
flexible,adjective,able to change or be changed easily according to the situation
flexible,adjective,able to bend or to be bent easily without breaking
flexible,adjective,able to change or be changed easily according to the situation
flexible,adjective,able to bend or be bent easily without breaking
flexible,adjective,"a flexible person or company can work in different ways, at different times, or in different places when it is necessary"
flexible,adjective,something that is flexible can change or be changed according to the situation
flight,noun,a journey in an aircraft
flight,noun,an aircraft that is making a particular journey
flight,noun,an occasion when something flies or moves through the air
flight,noun,"a group of birds, aircraft, etc. flying together"
flight,noun,"in cricket, the movement of the ball through the air when bowled by a slow bowler"
flight,noun,"(an act or example of) escape, running away, or avoiding something"
flight,noun,to defeat someone and force them to run away
flight,noun,(of a bird or an aircraft) to leave the ground and begin to fly
flight,noun,to run away or leave a place
flight,noun,"a set of steps or stairs, usually between two floors of a building"
flight,noun,"a number of different types of wine, beer, etc. for wasting"
flight,verb,"in football, to kick or hit a ball so that it moves high through the air"
flight,verb,"in cricket, to throw the ball high in a way that makes it spin and change direction"
flight,noun,"an aircraft trip, or the occasion of being a passenger in an aircraft"
flight,noun,Light is also the act or process of flying
flight,noun,"escape from a particular situation, or the act of leaving"
flight,noun,a set of stairs connecting one floor and the next in a building or other structure
flight,noun,a journey in an aircraft
flight,noun,a situation in which people or goods move quickly away from a place to escape a bad situation
flight,noun,people who are at the highest level in a job or business activity
flight,noun,companies whose shares are worth the most money
float,verb,to stay on the surface of a liquid and not sink
float,verb,"to (cause to) move easily through, or along the surface of a liquid, or to (cause to) move easily through air"
float,verb,to move smoothly and attractively
float,verb,to move or act without purpose
float,verb,to suggest a plan or an idea to be considered
float,verb,to allow the value of a country's money to change according to the value of other countries' money
float,verb,to start selling shares in a business or company for the first time
float,noun,"a small amount of money kept by someone who works in a bar, etc., used for giving customers their change"
float,noun,a large vehicle with a flat surface that is decorated and used in festival
float,noun,"a light object that float on the surface of the water and is used to keep a fishing net, or the bait on a fishing line, in a particular position"
float,noun,a light object that float on water and that you hold onto when learning to swim
float,noun,a toy animal or other object that is filled with air and played with or sat on in swimming pools
float,noun,a drink with ice cream on the top
float,verb,"to stay or move easily on or over the surface of a liquid, or to cause something to move in this way"
float,verb,Float also means to move easily through air
float,verb,to sell bonds
float,noun,a large vehicle that is decorated and used in parades
float,noun,a sweet drink with ice cream floating in it
float,noun,a piece of light material that stays on the surface of water
float,verb,to offer new shares or bonds for sale on a financial market
float,verb,to sell shares on a stock market for the first time in order to finance a new company
float,verb,"if a country float its currency, or if the currency float, the government no longer controls its value in relation to the value of other currencies"
float,verb,"to make a suggestion, especially one for doing something that is different from what has been done in the past"
float,verb,"if a price or amount float, it changes"
float,noun,a situation in which a company offers shares for sale on a stock market for the first time
float,noun,a situation in which a government no longer controls the value of its country's currency in relation to the value of other currencies
float,noun,money that becomes available for a bank to spend before customers' cheque are paid
float,noun,cash that is available to give as change to customers at the start of business each day
float,noun,→  petty cash
flood,verb,"to cause to fill or become covered with water, especially in a way that causes problems"
flood,verb,to fill or enter a place in large numbers or amounts
flood,verb,"to make goods available in such large numbers that the price falls, or other goods cannot compete"
flood,noun,a large amount of water covering an area that is usually dry
flood,noun,crying a lot
flood,noun,(in the Bible) a flood sent by God that covered the whole earth as a punishment
flood,noun,a large amount or number of something
flood,verb,to fill or become covered with water or to cause this to happen to something
flood,verb,to fill or be filled with a large amount or too much of something
flood,verb,"Of you flood an engine, you fill it with so much fuel that it will not start"
flood,noun,a large amount of water covering an area that is usually dry
flood,noun,a large amount or number of something
flood,verb,to enter or leave a place in large numbers or amounts
flood,verb,"to send something such as letters, email, or requests in large numbers to a person or organization"
flood,noun,a large number or amount of people or things
floor,noun,the flat surface of a room on which you walk
floor,noun,a level of a building
floor,noun,a public space for activities such as dancing and having formal discussions
floor,noun,to have the right to speak
floor,noun,to stand and begin to dance
floor,noun,to start speaking
floor,noun,"used to invite someone to start speaking, usually at a formal event"
floor,noun,"the bottom surface of the sea, a forest, a cave, etc."
floor,verb,to hit someone and cause them to fall
floor,verb,to surprise or confuse someone so much that they are unable to think what to say or do next
floor,noun,the flat surface that you walk on when you are inside a building
floor,noun,a level of a building; a story 
floor,noun,"the bottom surface of the sea, a forest, a valley, etc."
floor,noun,a public space for having formal discussions
floor,verb,to surprise or shock someone
floor,verb,to drive a car as fast as it will go
floor,noun,"the lowest level, number, or amount something is allowed to reach"
floor,noun,the lowest rate a country's government will allow its currency to reach in relation to other currencies
floor,noun,"the place where a formal or public meeting is held, or the people at the meeting"
floor,noun,the part of a stock exchange where shares are traded
floor,noun,"to decrease in price or value, usually in a short period of time"
floor,noun,to have the right to speak or to start to speak in a meeting
floor,noun,to become involved from the beginning in a business activity that you think will be successful
flour,noun,"powder made from grain, especially wheat, used for making bread, cakes, past, pantry, etc."
flour,noun,"soft powder made from the seeds or roots of a plant that often contains a lot of starch, used in cooking "
flour,verb,to put flour on a surface to prevent food from sticking
flour,noun,"powder made from grain, esp. wheat, used for making bread, cakes, past, pantry, etc."
flour,verb,to put a thin layer of flour on something
flow,verb,"(especially of liquid, gases, or electricity) to move in one direction, especially continuously and easily"
flow,verb,to continue to arrive or be produced
flow,verb,to hang down loosely and often attractively
flow,noun,the movement of something in one direction
flow,noun,a regular and quite large number of something
flow,noun,a situation in which something is produced or moved continuously
flow,noun,"a pleasant state in which someone is giving their attention completely to what they are doing, not thinking about anything else, and doing it skillfully and easily"
flow,noun,"a man's long hair, especially that of an athlete "
flow,verb,"(esp. of liquid, gases, or electricity) to move in one direction, esp. continuously and easily"
flow,verb,Something can be said to flow if it hangs down loosely and attractively
flow,noun,movement of a liquid
flow,noun,"A flow is also large mass of material, such as lava, that is flowing or has flowed in the past"
flow,verb,"if money, goods, etc. flow, they move from one company, organization, or place to another in large amounts"
flow,verb,"if discussions or ideas flow, people talk and exchange information in a relaxed way"
flow,noun,"a situation in which a large amount of money or goods moves from one company, organization, or place to another"
flow,noun,a situation in which information and ideas are exchanged between companies or organizations
flower,noun,"the part of a plant that is often brightly coloured and has a pleasant smell, or the type of plant that produces these"
flower,verb,to develop completely and become obvious
flower,verb,to produce flowers
flower,noun,"the part of a plant that produces seeds, is often brightly colored, and sometimes has a pleasant smell, or a plant that produces this part"
flower,verb,to produce flowers
flu,noun,a common infectious illness that causes fever and headache
flu,noun,an infectious illness like a very bad cold that also causes a fever
fly,verb,"When a bird, insect, or aircraft flies, it moves through the air"
fly,verb,"to travel by aircraft, or to go somewhere or cross something in an aircraft"
fly,verb,to use a particular company to travel by aircraft
fly,verb,to transport people or goods by aircraft
fly,verb,to control an aircraft
fly,verb,to move or go quickly
fly,verb,(of time) to seem to pass quickly
fly,verb,to wave or move about in the air while being fixed at one end
fly,verb,"Of rumours, accusations, etc. fly, they are passed quickly from one person to another and cause excitement"
fly,verb,to succeed or be accepted
fly,verb,"in baseball, to hit the ball in the air"
fly,noun,a small insect with two wings
fly,noun,the opening at the front of a pair of trousers
fly,noun,"a hook with coloured threads fastened to it, attached to the end of a fishing line to attract fish"
fly,noun,"the outside sheet of material on a tent that has two layers, for keeping rain out"
fly,noun,"in baseball, a hit that sends the ball in the air"
fly,verb,"(of creatures, objects, or aircraft) to move through the air, or (of people) to travel by aircraft"
fly,verb,to move or go quickly or suddenly
fly,verb,"to move around in the air while being held at one end, or to cause something attached at one end to be moved"
fly,noun,a small insect with two wings
fly,noun,the covered opening at the front of a pair of parts
fly,noun,"in baseball, a ball that has been hit high into the air"
fly,verb,to travel in an aircraft
fly,verb,to transport people or goods by aircraft
fly,verb,to be successful or popular
fly,verb,to make a suggestion in order to get the reaction of others to it
flying,noun,travel by air
focus,noun,"the main or central point of something, especially of attention or interest"
focus,noun,"careful attention that is given to something such as a task, or the ability to give your full attention to something"
focus,noun,(in physics) the point where waves of light or sound that are moving towards each other meet
focus,noun,used to say that a photograph or video is clear/not clear
focus,verb,"Of you focus a device such as a camera or microscope, or if it focused, a device on the lens moves so that you can see a clear picture"
focus,verb,"Of you focus your eyes, or if your eyes focus, you try to look directly at an object so that you can see it more clearly"
focus,verb,"to direct light waves, sound waves, etc. at a particular point"
focus,verb,to give your full attention to what you are doing or to what is happening
focus,noun,"the main object or interest, or the attention given something"
focus,noun,"the exact place or position where beams of light, heat, or sound meet after moving toward each other; local point"
focus,noun,A focus is also the exact position inside the earth where an earthquake begins
focus,noun,"A photograph or an image seen through a device with a lens, such as a microscope, telescope, or camera, that is in focus is clear and one that is out of focus is not clear"
focus,verb,to direct attention toward something or someone
focus,verb,to adjust something in order to see more clearly
focus,noun,the central or most important thing for a company or organization
focus,noun,the act of giving attention to a particular group of customers or a particular activity
focus,noun,"the ability to give all your attention, time, and energy to a particular activity"
focus,verb,"to give a lot of attention, time, energy, etc. to one particular group of customers or a particular activity"
fold,verb,"to bend something, especially paper or cloth, so that one part of it lies on the other part, or to be able to be bent in this way"
fold,verb,to wrap
fold,verb,to bring your arms close to your chest and hold them together
fold,verb,to move a part of your body into a position where it is close to your body
fold,verb,(of a business) to close because of failure
fold,noun,"a line or mark where paper, cloth, etc. was or is folded"
fold,noun,a bend in a layer of rock under the earth's surface caused by movement there
fold,noun,a small area of a field surrounded by a fence where sheep can be put for shelter for the night
fold,noun,your home or an organization where you feel you belong
fold,verb,"to bend something such as paper or cloth so that one part of it lies on the other part, or to be able bend in this way"
fold,verb,"Of you fold your hands or arms, you bring them together and cross them"
fold,verb,(of a business) to close because of failure
fold,noun,"a line or mark where paper, cloth, etc. was or is folded"
fold,noun,the safety or comfort of belonging to a group that shares the same beliefs
fold,noun,A fold is a fenced area on a farm where sheep are kept during the night
fold,verb,"if a business folds, it closes because of failure"
folding,adjective,"A folding chair, bed, bicycle, etc. can be folded into a smaller size to make it easier to store or carry"
folding,adjective,A folding door is made of several parts joined together that can be folded against each other when the door is opened
folding,adjective,designed to be folded into a smaller size for storage or carrying
folk,noun,"people, especially those of a particular group or type"
folk,noun,used when speaking informally to a group of people
folk,noun,someone's parents
folk,noun,modern music and songs that are written in a style similar to that of traditional music
folk,adjective,"traditional to or typical of a particular group or country, especially one where people mainly live in the countryside, and usually passed on from parents to their children over a long period of time"
folk,adjective,"Folk art expresses something about the lives and feelings of ordinary people in a particular group or country, especially those living in the countryside"
folk,adjective,traditional to or typical of the people of a particular group or country
follow,verb,"to move behind someone or something and go where he, she, or it goes"
follow,verb,"to go in the same direction as a road, path, etc."
follow,verb,"in a game of cards, to play a card of the same suit as the card that has just been played"
follow,verb,to do the same thing as someone else
follow,verb,to happen or come after something
follow,verb,said to introduce a list of things
follow,verb,to obey or to act as ordered by someone
follow,verb,to have a great interest in something or watch something closely
follow,verb,"to happen as a result, or to be a likely result"
follow,verb,to understand something as it is being said or done
follow,verb,to read the notes or words of a piece of music or writing at the same time as they are being played or said
follow,verb,"Of you follow a particular person on a social media webster, you choose to see everything that person posts on the webster"
follow,verb,"to move along after someone or something, or to move along a route or path"
follow,verb,To follow someone is also to move along after a person in order to watch where that person is going
follow,verb,to happen after something else in order or time
follow,verb,"to obey someone, or to act according to something"
