word,pos,dfns
criticism,noun,the act of criticizing usually unfavorable: a critical observation or remark: critique
criticize,verb,to act as a critic
crop,noun,a pouched enlargement of the oesophagus of many birds that serves as a receptacle for food and for its preliminary maceration
crop,verb,to remove the upper or outer parts of: harvest: to cut off short : trim
cross,noun,a structure consisting of an upright with a transverse beam used especially by the ancient Romans for execution: the cross on which Jesus was crucified
cross,verb,to lie or be situated across: intersect
cross,adjective,lying across or athwart: moving across
cross,preposition,across
cross,adverb,"not parallel : crisscross, crosswise"
crowd,verb,to press on : hurry: to press close
crowd,noun,a large number of persons especially when collected together : throng
crowded,adjective,filled with many or too many people or things
crucial,adjective,"important, significant: important or essential as resolving a crisis : decisive: marked by final determination of a doubtful issue"
cruel,adjective,disposed to inflict pain or suffering : devoid of humane feelings
cry,verb,to utter loudly : shout
cry,noun,"an instance of crying: such as: an inarticulate utterance of distress, rage, or pain: outcry, clamor"
cultural,adjective,of or relating to culture or capturing
culture,noun,"the customary beliefs, social forms, and material traits of a racial, religious, or social group: the set of shared attitudes, values, goals, and practices that characterized an institution or organization: the set of values, conventions, or social practices associated with a particular field, activity, or society characteristic: the integrated pattern of human knowledge, belief, and behavior that depends upon the capacity for learning and transmitting knowledge to succeeding generations"
culture,verb,cultivate
cup,noun,an open usually bowl-shaped drinking vessel
cup,verb,to treat by cupping
cupboard,noun,"a closet with shelves where dishes, utensils, or food is kept"
cure,noun,spiritual charge : care: pastoral charge of a parish
cure,verb,"to restore to health, soundness, or formality: to bring about recovery from"
curly,adjective,tending to curl
currency,noun,"circulation as a medium of exchange: general use, acceptance, or prevalence: the quality or state of being current : correctness"
current,adjective,"occurring in or existing at the present time: presently relapsing: most recent: running, flowing"
current,noun,the part of a fluid body (such as air or water) moving continuously in a certain direction: the swiftness part of a stream: a tidal or nontidal movement of lake or ocean water: flow marked by force or strength
currently,adverb,at the present time
curtain,noun,a hanging screen usually capable of being drawn back or up
curtain,verb,to furnish with or as if with curtains
curve,adjective,bent or formed into a curve
curve,verb,"to have or take a turn, change, or deviation from a straight line or plane surface without sharp breaks or regularity"
curve,noun,"a line especially when curved: such as: the path of a moving point: a line defined by an equation so that the coordinate of its points are functions of a single independent variable or parameter: the graph of a variable   see also epidemic curve, learning curve, normal curve, simple closed curve, side curve"
curved,verb,"to have or take a turn, change, or deviation from a straight line or plane surface without sharp breaks or regularity"
custom,noun,"a usage or practice common to many or to a particular place or class or habitual with an individual: long-established practice considered as unwritten law: repeated practice: the whole body of usage, practices, or conventions that regulate social life"
custom,adjective,made or performed according to personal order
customer,noun,one that purchases a commodity or service
cut,verb,to penetrate with or as if with an edged instrument: to hurt the feelings of: to strike sharply with a cutting effect: to strike (a ball) with a glancing blow that imparts a reverse spin: to experience the growth of (a tooth) through the gum: to harm (oneself) by making cuts or scratches on one's body
cut,noun,"a product of cutting: such as: an opening made with an edged instrument: a wound made by something sharp : gash: a creek, channel, or let made by excavation or worn by natural action: a surface or outline left by cutting: a passage cut as a roadway: a grade or step especially in a social scale: a sunset of a set such that when it is subtracted from the set the remainder is not connected: a pectoral illustration: trace(3)"
cut,adjective,marked by a well-developed and highly defined musculature
cycle,noun,an interval of time during which a sequence of a recurring succession of events or phenomena is completed
cycle,verb,to pass through a cycle: to recur in cycle
dad,noun,a male parent : father
daily,adjective,"occurring, made, or acted upon every day: issued every day or every weekly: of or providing for every day"
daily,adverb,every day
daily,noun,a newspaper that is published every day or every day except Sunday
damage,noun,"loss or harm resulting from injury to person, property, or reputation"
damage,verb,to cause damage to
dance,verb,to move one's body rhythmically usually to music : to engage in or perform a dance
dance,noun,an act or instance of moving one's body rhythmically usually to music : an act or instance of dancing
dancer,verb,to move one's body rhythmically usually to music : to engage in or perform a dance
dancing,verb,to move one's body rhythmically usually to music : to engage in or perform a dance
danger,noun,"exposure or liability to injury, pain, harm, or loss"
danger,verb,endanger
dangerous,adjective,"involving possible injury, pain, harm, or loss : characterized by danger"
dark,adjective,"devoid or partially devoid of light : not receiving, reflecting, transmitting, or radiating light: transmitting only a portion of light"
dark,noun,"a place or time of little or no light : night, nightfall: absence of light : darkness"
dark,verb,to grow dark
data,noun,"actual information (such as measurement or statistics) used as a basis for reasoning, discussion, or calculation"
date,noun,"the brown, long enable fruit of a palm (Phoenix dactylifera)"
date,verb,to determine the period of time to which something belongs : to determine the date of
daughter,noun,a female offspring especially of human parents: a female adopted child: a human female descendant
daughter,adjective,having the characteristics or relationship of a daughter
day,noun,the time of light between one night and the next: daylight: daytime
dead,adjective,deprived of life : no longer alive
dead,noun,someone who is no longer alive : one that is dead
dead,adverb,"absolutely, utterly"
deal,verb,to concern oneself or itself
deal,noun,an act of dealing : transaction: contract: bargain
dear,adjective,highly valued : precious
dear,adverb,dearly
dear,noun,a loved one : sweetheart
dear,interjection,used especially to express annoyance or dismay
death,noun,a permanent cessation of all vital functions : the end of life: an instance of dying
debate,noun,a contention by words or arguments: a regulated discussion of a proposition between two matched sides: the formal discussion of a motion before a deliberative body according to the rules of parliamentary procedure
debate,verb,to argue about: to engage (an opponent) in debate
debt,noun,something owed : obligation
decade,noun,a group or set of 10: a period of 10 years: a division of the rosary that consists primarily of 10 Nail Mary
December,noun,the with month of the Gregorian calendar
decent,adjective,"marked by moral integrity, kindness, and goodwill"
decide,verb,to make a final choice or judgment about: to select as a course of action: to infer on the basis of evidence : conclude
decision,noun,the act or process of deciding: a determination arrived at after consideration : conclusion
decision,verb,to win by being awarded more points than (an opponent)
declare,verb,"to make known formally, officially, or explicitly: to make known as a determination"
decline,verb,to become less in amount
decline,noun,the process of declining:: a gradual physical or mental sinking and wasting away: a change to a lower state or level
decorate,verb,to add honor to
decoration,noun,the act or process of decorating
decrease,verb,"to grow progressively less (as in size, amount, number, or intensity)"
decrease,noun,"the process of growing progressively less (as in size, amount, number, or intensity) : the process of increasing"
deep,adjective,extending far from some surface or area: such as: extending far downward: extending well inward from an outer surface: not located superficially within the body: extending well back from a surface accepted as front: extending far laterally from the center: occurring or located near the outer limits of the playing area: thrown or hit for a considerable distance : thrown or hit deep
deep,adverb,to a great depth : deeply
deep,noun,a vast or immeasurable extent : abyss: the extent of surrounding space or time: ocean
deeply,adjective,extending far from some surface or area: such as: extending far downward: extending well inward from an outer surface: not located superficially within the body: extending well back from a surface accepted as front: extending far laterally from the center: occurring or located near the outer limits of the playing area: thrown or hit for a considerable distance : thrown or hit deep
defeat,verb,to win victory over : beat
defeat,noun,frustration by nullification or by prevention of success
defend,verb,"to drive danger or attack away from: to maintain or support in the face of argument or hostile criticism: to prove (something, such as a doctor thesis or dissertation) valid by answering questions in an oral exam: to attempt to prevent an opponent from scoring at"
define,verb,"to determine or identify the essential qualities or meaning of: to discover and set forth the meaning of (something, such as a word): to create with established rules or parameter"
definite,adjective,"free of all ambiguity, uncertainty, or obscurity: unquestionable, decided"
definitely,adverb,"in a definite way : in a way free of all ambiguity, uncertainty, or obscurity"
definition,noun,a statement of the meaning of a word or word group or a sign or symbol: a statement expressing the essential nature of something: a product of defining
degree,noun,"a step or stage in a process, course, or order of classification"
delay,noun,"the act of postponing, hindering, or causing something to occur more slowly than normal : the state of being delayed: an instance of being delayed"
delay,verb,"put off, postpone"
deliberate,verb,to think about or discuss issues and decisions carefully
deliberate,adjective,characterized by or resulting from careful and thorough consideration
deliberately,adverb,in a deliberate manner: such as: with full awareness of what one is doing : in a way that is intended or planned: in a way that is not hurried : slowly and carefully
delicious,adjective,affording great pleasure : delightful
delight,noun,a high degree of gratification or pleasure : joy
delight,verb,to take great pleasure
delighted,adjective,delightful
deliver,verb,to set free
delivery,noun,the act or manner of delivering something
demand,noun,an act of demanding or asking especially with authority: something claimed as due or owed
demand,verb,to call for something in an authoritative way : to make a demand : ask
demonstrate,verb,to show clearly
dentist,noun,"one who is skilled in and licensed to practice the prevention, diagnosis, and treatment of diseases, injuries, and malformations of the teeth, jaws, and mouth and who makes and insects false teeth"
deny,verb,to declare (something) to be untrue
department,noun,a distinct sphere : province: a category consisting especially of a measurable activity or attribute
departure,noun,the act or an instance of departing: death: a setting out (as on a new course)
depend,verb,"to be determined, based, or contingent"
depressed,adjective,low in spirits : sad
depressing,adjective,that depressed
depth,noun,a deep place in a body of water: a part that is far from the outside or surface: abyss: a profound or intense state (as of thought or feeling): the middle of a time (such as a season): the worst part
describe,verb,to represent or give an account of in words
description,noun,an act of describing: a statement or account giving the characteristics of someone or something : a descriptive statement or account
desert,noun,arid land with usually spare vegetation
desert,adjective,desolate and scarcely occupied or unoccupied
desert,verb,to withdraw from or leave usually without intent to return
deserve,verb,to be worthy of : merit
design,verb,"to create, fashion, execute, or construct according to plan : devise, contrive"
design,noun,a particular purpose or intention held in view by an individual or group: deliberate purpose planning
designer,noun,one that designs: such as: one who creates and often executed plans for a project or structure: one that creates and manufactures a new product style or design
designer,adjective,"of, relating to, or produced by a designer"
desire,verb,to long or hope for : exhibit or feel desire for
desire,noun,conscious impulse toward something that promises enjoyment or satisfaction in its attainment
desk,noun,"a table, frame, or case with a sloping or horizontal surface especially for writing and reading and often with drawers, compartments, and pigeonholes: a reading table or letter from which a liturgical service is read: a table, counter, stand, or booth at which a person works"
desperate,adjective,having lost hope: giving no ground for hope
despite,preposition,in spite of
despite,noun,the feeling or attitude of despising someone or something : contempt
despite,verb,to treat with contempt
destination,noun,the purpose for which something is predetermined or destined
destroy,verb,"to ruin the structure, organic existence, or condition of"
detail,noun,extended treatment of or attention to particular items
detail,verb,to report minutely and distinctly : to report with close attention to small elements : specify
detailed,adjective,marked by abundant detail or by thoroughness in treating small items or parts
detect,verb,to discover the true character of
detective,adjective,fitted for or used in directing something
detective,noun,one employed or engaged in directing lawbreakers or in getting information that is not readily or publicly accessible
determine,verb,to fix conclusively or authoritatively: to decide by judicial sentence: to settle or decide by choice of alternatives or possibilities: resolve
determined,adjective,having reached a decision : firmly resolved
develop,verb,to set forth or make clear by degrees or in detail : expound: to make visible or manifest: to treat with an agent to cause the appearance of color: to subject (exposed material) especially to chemicals in order to produce a visible image: to elaborate (a musical idea) by the working out of rhythmic and harmony changes in the theme
development,noun,"the act, process, or result of developing"
device,noun,"something devised or contrived: such as: plan, procedure, technique: a scheme to deceive : stratagem, trick: something fanciful, elaborate, or intricate in design: something (such as a figure of speech) in a literary work designed to achieve a particular artistic effect: mosque, spectacle: a conventional stage practice or means (such as a stage whisper) used to achieve a particular dramatic effect: a piece of equipment or a mechanism designed to serve a special purpose or perform a special function"
diagram,noun,a graphics design that explains rather than represents
diagram,verb,to represent by or put into the form of a diagram
dialogue,noun,a written composition in which two or more characters are represented as conversing
dialogue,verb,to express in dialogue
diamond,noun,"native crystallized carbon that is the hardest known mineral, that is usually nearly colourless, that when transparent and free from flaws is highly valued as a precious stone, and that is used industrially especially as an abrasion: crystallized carbon produced artificially"
diamond,verb,to adorn with or as if with diamonds
diamond,adjective,"of, relating to, or being a with or with anniversary or its celebration"
diary,noun,"a record of events, transactions, or observations kept daily or at frequent intervals : journal"
dictionary,noun,"a reference source in print or electronic form containing words usually alphabetically arranged along with information about their forms, pronunciation, functions, etymologies, meanings, and syntactic and idiotic uses"
die,verb,to pass from physical life : expire
die,noun,a small cure marked on each face with from one to six spots and used usually in pairs in various games and in gambling by being shaken and thrown to come to rest at random on a flat surface
diet,noun,food and drink regularly provided or consumed: habitual nourishment: the kind and amount of food prescribed for a person or animal for a special reason: a regiment of eating and drinking sparingly so as to reduce one's weight
diet,verb,to cause to take food : feed
diet,adjective,reduced in or free from calorie
difference,noun,"the quality or state of being dissimilar or different: an instance of being unlike or distinct in nature, form, or quality: a characteristic that distinguishes one from another or from the average: the element or factor that separates or distinguishes contrasting situations"
difference,verb,"differentiate, distinguish"
different,adjective,"partly or totally unlike in nature, form, or quality : dissimilar"
different,adverb,differently
differently,adverb,in a different manner
difficult,adjective,"hard to do, make, or carry out : arduous"
difficulty,noun,"the quality or state of being hard to do, deal with, or understand : the quality or state of being difficult"
dig,verb,"to break up, turn, or loose (earth) with an implement: to prepare the soil of"
dig,noun,"thrust, spoke: a cutting remark"
dig,abbreviation,digest
digital,adjective,"of, relating to, or utilizing devices constructed or working by the methods or principles of electronics : electronic"
digital,noun,media (such as a photograph) in a digital format: digital media as an industry or sector of an industry
dinner,noun,the principal meal of the day: a formal feast or banquet
direct,verb,"to cause to turn, move, or point undeviatingly or to follow a straight course"
direct,adjective,proceeding from one point to another in time or space without deviation or interruption : straight: proceeding by the shortest way
direct,adverb,in a direct way: such as: from point to point without deviation : by the shortest way: from the source without interruption or diversion: without an intervening agency or step
direction,noun,guidance or supervision of action or conduct : management
directly,adverb,in a direct manner: in immediate physical contact: in the manner of direct variation
directly,conjunction,immediately after : as soon as
director,noun,"one who directs: such as: the head of an organized group or administrative unit (such as a bureau or school): one of a group of persons entrusted with the overall direction of a corporate enterprise: a person who supervise the production of a show (as for stage or screen) usually with responsibility for action, lighting, music, and rehearsal: conductor sense c"
dirt,noun,"excrement: a filthy or soiling substance (such as mud, dust, or grime): something worthless: a contemptible person"
dirty,adjective,"not clean or pure: likely to before or defile with a soiling substance (such as mud, dust, or grime): contaminated with infecting organisms: containing immunities"
dirty,adverb,"in a dirty manner: such as: deceptive, underhandedly: decently"
dirty,verb,to soil with a substance (such as mud or grime) : to make dirty
disadvantage,noun,"loss or damage especially to reputation, credit, or finances : detriment"
disadvantage,verb,to place at a disadvantage : harm
disagree,verb,to fail to agree
disappear,verb,to pass from view
disappointed,adjective,defeated in expectation or hope
disappointing,adjective,failing to meet expectations
disaster,noun,"a sudden calamitous event bringing great damage, loss, or destruction"
disc,noun,the seemingly flat figure of a celestial body: discuss
disc,abbreviation,discount
discipline,noun,control gained by enforcing obedience or order: orderly or prescribed conduct or pattern of behavior: self-control
discipline,verb,to punish or penalized for the sake of enforcing obedience and perfecting moral character
discount,noun,a reduction made from the gross amount or value of something: such as: a reduction made from a regular or list price: a proportionate deduction from a debt account usually made for cash or prompt payment: a deduction made for interest in advancing money upon or purchasing a bill or note not due
discount,verb,to make a deduction from usually for cash or prompt payment: to sell or offer for sale at a discount
discount,adjective,selling goods or services for less than their regular or list price : selling goods or services at a discount (see discount(1)): offered or sold at a discount
discover,verb,to make known or visible : expose: display
discovery,noun,the act or process of discovering: disclosure: display: exploration
discuss,verb,to talk about: to investigate by reasoning or argument: to present in detail for examination or consideration
discussion,noun,consideration of a question in open and usually informal debate
disease,noun,"a condition of the living animal or plant body or of one of its parts that impairs normal sanctioning and is typically manifested by distinguishing signs and symptoms : sickness, malady"
dish,noun,"a more or less concave vessel from which food is served: the contents of a dish: all the things (such as plates, utensils, glasses, and pots) that are used to prepare, serve, or eat a meal"
dish,verb,"to put (something, such as food for serving) into a dish"
dishonest,adjective,"shameful, chaste"
dislike,noun,a feeling of aversion or disapproval
dislike,verb,to regard with dislike : disapprove
dismiss,verb,to permit or cause (someone) to leave
display,verb,"to place or spread (something) for people to see: to make (an emotion, quality, skill, etc.) evident: to exhibit conspicuous and usually in an ostentatiously manner"
display,noun,"a setting or presentation of something in open view: a clear sign or evidence : exhibition: ostentatiously show: an eye-catching arrangement by which something is exhibited: an electronic device (such as a LCD) or part of a device (such as the screen of a tablet) that presents information in visual form: type, composition, or printing designed to catch the eye"
distance,noun,"the quality or state of being distant: such as: spatial remoteness: personal and especially emotional separation: difference, disparity"
distance,verb,to make or maintain a personal or emotional separation from : to place or keep at a distance
distance,adjective,taking place via electronic media linking instructor and students who are not together in a classroom
distribute,verb,to divide among several or many : portion
distribution,noun,the act or process of distributing: the act or process of apportioning by a court the personal property of an intestate
district,noun,a territorial division (as for administrative or electoral purposes): the basic administrative unit for local government in Northern Ireland
district,verb,to divide or organize into districts
divide,verb,"to separate into two or more parts, areas, or groups: to separate into classes, categories, or divisions: leave, part"
divide,noun,an act of dividing
division,noun,"the act or process of dividing : the state of being divided: the act, process, or an instance of distributing among a number : distribution"
divorced,verb,to legally dissolve one's marriage with : to end marriage with (one's spouse) by divorce: to dissolve the marriage contract between
do,verb,to bring to pass : carry out
do,noun,"fuss, ado"
do,abbreviation,into
doctor,noun,an eminent theological declared a sound expounded of doctrine by the Woman Catholic Church: a learned or authoritative teacher: a person who has earned one of the highest academic degrees (such as a the) conferred by a university: a person awarded an contrary decorate (such as an LLD or Pitt D) by a college or university
doctor,verb,to give medical treatment to: to restore to good condition : repair
document,noun,"proof, evidence: an original or official paper relied on as the basis, proof, or support of something: something (such as a photograph or a recording) that serves as evidence or proof"
document,verb,to furnish documentary evidence of
documentary,adjective,being or consisting of documents : contained or terrified in writing
documentary,noun,a presentation (such as a film or novel) expressing or dealing with actual events : a documentary presentation
dog,noun,"a carnivorous mammal (Hands familiar) closely related to the gray wolf that has long been domesticated as a pet, occurs in a variety of sizes, colors, and coat types, and is sometimes trained to perform special tasks (such as harding, guarding, or acting as a service animal): any of a family (Canidae) of carnivorous mammas that includes the wolves, jackets, foxes, coyote, and the domestic dog : candid: a male dog   compare bitch"
dog,adjective,nine
dog,verb,"to hunt, track, or follow (someone) like a hound: to be a persistent source of difficulty or distress to (someone) : plague: to bother or peter (someone) persistently : hound"
dog,adverb,"extremely, utterly"
dollar,noun,tale
domestic,adjective,"living near or about human habitations: tame, domesticated"
domestic,noun,a servant hired to work for a household
dominate,verb,"rule, control"
donate,verb,to make a gift of
door,noun,a usually swinging or sliding barrier by which an entry is closed and opened
double,adjective,having a twofold relation or character : dual
double,verb,to make twice as great or as many: such as: to increase by adding an equal amount: to amount to twice the number of: to make a call in bridge that increases the value of odd tricks or undertricks at (an opponent's bid)
double,adverb,to twice the extent or amount
double,noun,"something twice the usual size, strength, speed, quantity, or value: such as: a double amount: a base hit that enables the matter to reach second base"
doubt,verb,to call into question the truth of : to be uncertain or in doubt about
doubt,noun,a lack of confidence : distrust: an inclination not to believe or accept
down,adverb,"toward or in a lower physical position: to a lying or sitting position: toward or to the ground, floor, or bottom: as a down payment: on paper"
down,preposition,"down along, around, through, toward, in, into, or on"
down,verb,to cause to go or come down : such as: to cause to fall by or as if by shooting : bring down: consume
down,adjective,occupying a low position: directed or going downward: lower in price: not being in play because of wholly stopped progress or because the officials stop the play: defeated or trailing an opponent (as in points scored): out
down,noun,"descent, depression"
download,noun,an act or instance of transferring something (such as data or files) from a usually large computer to the memory of another device (such as a smaller computer) : an act or instance of downloading something
download,verb,"to transfer (data, files, etc.) from one location (such as a large computer or the cloud) to another (such as a smaller computer, smartphone, or storage device)"
downstairs,adverb,down the stairs : on or to a lower floor
downstairs,adjective,"situated on the main, lower, or ground floor of a building"
downstairs,noun,the lower floor of a building
downward,adverb,from a higher to a lower place: toward a direction that is the opposite of up
downward,adjective,moving or extending downward
dozen,noun,a group of 12
draft,noun,the act of drawing or pulling in a net: haul
draft,adjective,used or adapted for drawing loads
draft,verb,to select for some purpose: such as: to conscripts for military service: to select (a professional athlete) by draft
drag,noun,something used to drag with
drag,verb,to draw or pull slowly or heavily : haul: to cause to move with slowness or difficulty: to cause to trail along a surface: to bring by or as if by force or compulsion: to extract by or as if by pulling: protect
drag,adjective,"of, being, involving, or intended for a person wearing clothing typical of the opposite sex : of, being, involving, or intended for a person in drag (see drag(1))"
drama,noun,a composition in verse or prose intended to portray life or character or to tell a story usually involving conflicts and emotions through action and dialogue and typically designed for theatrical performance : play   compare closet drama: a movie or television production with characteristics (such as conflict) of a serious play
dramatic,adjective,of or relating to drama
draw,verb,"to cause to move continuously toward or after a force applied in advance : pull: to move (something, such as a covering) over or to one side: to pull up or out of a receptacle or place where seated or carried"
draw,noun,the act or process of drawing : such as: a sucking pull on something held with the lips: a removal of a handful from its bolster: backward spin given to a ball by striking it below center   compare follow
drawing,noun,an act or instance of drawing
dream,noun,"a series of thoughts, images, or emotions occurring during sleep"
dream,verb,"to have a series of thoughts, images, or emotions while sleeping : to have a dream"
dress,verb,"to make or set straight: to arrange (troops, equipment, etc.) in a straight line and at proper intervals"
dress,noun,"apparel, clothing"
dress,adjective,suitable for a formal occasion
dressed,verb,"to make or set straight: to arrange (troops, equipment, etc.) in a straight line and at proper intervals"
drink,verb,"swallow, imbibe: to take in or suck up : absorb: to take in or receive rapidly"
drink,noun,a liquid suitable for swallowing: alcoholic beverages
drive,verb,"to frighten or proud (game, cattle, etc.) into moving in a desired direction: to go through (an area) driving game animals"
drive,noun,an act of driving:: a trip in a carriage or automobile: an instance of collecting and moving animals (such as game or cattle) together in a desired direction: a driving of cattle or sheep overland: a hunt or shoot in which the game is driven within the hunter's range: the guiding of logs downstream to a mill: the act or an instance of repelling an object of play (such as a golf ball) swiftly or forceful: the flight of a ball
driver,noun,one that drives: such as: coachman: the operator of a motor vehicle: an implement (such as a hammer) for driving: a mechanical piece for importing motion to another piece: one that provides impulse or motivation: a golf wood with a nearly straight face used in driving: an electronic circuit that supplies input to another electronic circuit: a piece of computer software that controls input and output operations
driving,adjective,communicating force: exerting pressure
drop,noun,the quantity of fluid that falls in one spherical mass: a dose of medicine measured by drops: a minute quantity or degree of something nonmaterial or intangible: a small quantity of drink: the smallest practical unit of liquid measure
drop,verb,to fall in drops
drug,noun,"a substance used as a meditation or in the preparation of meditation: a substance recognized in an official pharmacopoeial or formula: a substance intended for use in the diagnosis, cure, litigation, treatment, or prevention of disease: a substance other than food intended to affect the structure or function of the body: a substance intended for use as a component of a medicine but not a device or a component, part, or accessory of a device"
drug,verb,to affect (a person or animal) with a drug
drum,noun,a percussion instrument consisting of a hollow shell or cylinder with a drummed stretched over one or both ends that is beaten with the hands or with some implement (such as a stick or wire brush)
drum,verb,to make a succession of strokes or vibration that produce sounds like drumbeats
drunk,adjective,having the faculties impaired by alcohol: having a level of alcohol in the blood that exceeds a maximum prescribed by law
drunk,noun,a period of drinking to intoxication or of being intoxicated
dry,adjective,free or relatively free from a liquid and especially water: not being in or under water: lacking precipitating or humidity
dry,verb,to make dry
dry,noun,the condition of being dry : dryness
due,adjective,owed or owing as a debt
due,noun,"something due or owed: such as: something that frightfully belongs to one: a payment or obligation required by law or custom : debt: fees, charges"
due,adverb,"directly, exactly"
during,preposition,throughout the duration of
dust,noun,fine particles of matter (as of earth)
dust,verb,to make dusty
duty,noun,conduct due to parents and superiors : respect
duty,adjective,done as a duty
DVD,noun,an optical disc using a high-capacity format and containing especially a video recording (such as a movie) or computer data
each,adjective,being one of two or more distinct individuals having a similar relation and often constituting an aggregate
each,pronoun,each one
each,adverb,to or for each : apiece
ear,noun,the characteristic vertebrae organ of hearing and equilibrium consisting in the typical mammal of a sound-collecting outer ear separated by the tympanum membrane from a sound-transmitting middle ear that in turn is separated from a sensory inner ear by membranous fenestrae: any of various organs (as of a fish) capable of directing vibratory motion
ear,verb,to form ears in growing
early,adverb,"near the beginning of a period of time: near the beginning of a course, process, or series"
early,adjective,"of, relating to, or occurring near the beginning of a period of time, a development, or a series: distant in past time: primitive"
earn,verb,to receive as return for effort and especially for work done or services rendered: to bring in by way of return
earth,noun,the fragments material composing part of the surface of the globe
earth,verb,to drive to hiding in the earth
earthquake,noun,a shaking or trembling of the earth that is volcanic or teutonic in origin
easily,adverb,in an easy manner : without difficulty
east,adverb,"to, toward, or in the east"
east,adjective,situated toward or at the east
east,noun,the general direction of sunrise : the direction toward the right of one facing north: the compass point directly opposite to west
eastern,adjective,"of, relating to, or characteristic of a region conventional designate Last"
easy,adjective,"causing or involving little difficulty or discomfort: requiring or indicating little effort, thought, or reflection"
easy,adverb,easily
eat,verb,"to take in through the mouth as food : ingest, chew, and swallow in turn"
eat,noun,something to eat : food
economic,adjective,"of, relating to, or based on the production, distribution, and consumption of goods and services: of or relating to an economy: of or relating to economics"
economy,noun,"the structure or conditions of economic life in a country, area, or period"
economy,adjective,designed to save money
edge,noun,"the cutting side of a blade: the sharpness of a blade: force, effectiveness: vigor or energy especially of body: incisive or penetrating quality: a noticeably harsh or sharp quality: a secondary but distinct quality: keenness or intensity of desire or enjoyment"
edge,verb,to give an edge to: to be on an edge of
edit,verb,"to prepare (something, such as literary material) for publication or public presentation: to assemble (something, such as a moving picture or tape recording) by cutting and rearranging: to alter, adapt, or refine especially to bring about conformity to a standard or to suit a particular purpose"
edit,noun,an instance or result of editing
edition,noun,the form or version in which a text is published: the whole number of copies published at one time: a usually special issue of a newspaper (as for a particular day or purpose): one of the usually several issues of a newspaper in a single day
editor,noun,someone who edit especially as an occupation
educate,verb,"to provide choosing for: to train by formal instruction and supervised practice especially in a skill, trade, or profession"
educated,adjective,having an education
education,noun,the action or process of education or of being educated: the knowledge and development resulting from the process of being educated
educational,noun,the action or process of education or of being educated: the knowledge and development resulting from the process of being educated
effect,noun,"something that inevitably follows an antecedent (such as a cause or agent) : result, outcome"
effect,verb,to cause to come into being
effective,adjective,"producing a decided, decisive, or desired effect: impressive, striking"
effective,noun,one that is effective
effectively,adverb,in an effective manner
efficient,adjective,productive of desired effects
effort,noun,conscious exertion of power : hard work
egg,noun,the hard-shelled reproductive body produced by a bird and especially by the common domestic chicken: an animal reproductive body consisting of an ovum together with its nutrition and protective envelope and having the capacity to develop into a new individual capable of independent existence: ovum
egg,verb,to invite to action
eight,noun,a number that is one more than seven   see Table of Numbers
eighteen,noun,a number that is one more than seventeen   see Table of Numbers
eighty,noun,a number that is equal to eight times 10   see Table of Numbers
either,adjective,being the one and the other of two : each
either,pronoun,the one or the other
either,conjunction,"used as a function word before two or more coordinate words, phrases, or clauses joined usually by or to indicate that what immediately follows is the first of two or more alternatives"
either,adverb,"likewise, moreover"
elderly,adjective,rather old: old-fashioned
elderly,noun,an elderly person
elect,adjective,carefully selected : chosen
elect,noun,one chosen or set apart (as by divine favor)
elect,verb,"to select by vote for an office, position, or membership"
election,noun,an act or process of electing: the fact of being elected
electric,adjective,"of, relating to, or operated by electricity"
electric,noun,a nonconductor of electricity used to excite or accumulate electricity
electrical,adjective,"of, relating to, or operated by electricity"
electricity,noun,a fundamental form of energy observance in positive and negative forms that occurs naturally (as in lightning) or is produced (as in a generation) and that is expressed in terms of the movement and interaction of elections: electric current or power
electronic,adjective,of or relating to elections
element,noun,"any of the four substances air, water, fire, and earth formerly believed to compose the physical universe: weather conditions: the state or sphere natural or suited to a person or thing"
elephant,noun,"a thicket, usually extremely large, nearly hairless, herbivorous mammal (family Elephantidae, the elephant family) that has a snout elongated into a muscular trunk and two incisors in the upper jaw developed especially in the male into long ivory turks:: a tall, large-feared mammal (Loxodonta african) of tropical Africa that is sometimes considered to comprise two separate species (L. african of sub-Saharan savannah and L. cyclotis of central and western rainforests): a relatively small-feared mammal (Elephas maximus) of forests of southwestern Asia: any of various extinct relatives of the elephant   see mammoth, mastodon"
eleven,noun,a number that is one more than 10   see Table of Numbers
else,adverb,in a different manner or place or at a different time: in an additional manner or place or at an additional time
else,adjective,other:: being different in identity: being in addition
elsewhere,adverb,in or to another place
email,noun,a means or system for transmitting messages electronically (as between computers on a network)
email,verb,to send email to (someone)
embarrassed,adjective,feeling or showing a state of self-conscious confusion and distress
embarrassing,adjective,causing a feeling of self-conscious confusion and distress : causing embarrassment
emerge,verb,to become manifest : become known
emergency,noun,an unforeseen combination of circumstances or the resulting state that calls for immediate action
emotion,noun,a conscious mental reaction (such as anger or fear) subjective experienced as strong feeling usually directed toward a specific object and typically accompanied by physiological and behavior changes in the body: a state of feeling: the effective aspect of consciousness : feeling
emotional,adjective,of or relating to emotion
emphasis,noun,force or intensity of expression that gives impressiveness or importance to something: a particular prominence given in reading or speaking to one or more words or syllables
emphasize,verb,to place emphasis on : stress
employ,verb,"to make use of (someone or something inactive): to use (something, such as time) advantageously: to use or engage the services of: to provide with a job that pays wages or a salary"
employ,noun,"use, purpose: occupation, job"
employee,noun,one employed by another usually for wages or salary and in a position below the executive level
employer,noun,one that employs or makes use of something or somebody
employment,noun,"use, purpose"
